video_short,video,video_id,comment_index,comment,manual_7_emotion,manual_3_sentiment,label_notes
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,19,"In my many years as an airlines station manager at 43 different airports around the world, I had to deal with overbooked flights many times when not enough passengers were giving up their seat voluntarily. I NEVER had to resort to anything like this and cannot even imagine making such a decision, causing such a circus and putting my employer in this situation. I was ALWAYS, and I mean ALWAYS, successful in finding the right passenger(s) discreetly and without ""drama"" to relinquish their seat for an agreeable compensation, usually within 10 minutes and without anyone else in the cabin being aware of the situation, but I worked for airlines that trained their people very well and had very high standards. There is absolutely no excuse for this.",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,20,"“After our team looked for volunteers, one customer refused to leave the aircraft voluntarily” *come again?*",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,21,He came as a doctor and left as a patient 😓😫,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,22,"""our team looked for volunteers"" didnt seem like he volunteered😂",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,23,bruh shoulda given the officer a pepsi woulda prevented all of this,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,24,"United: Please get off the plane, we are overbooked. Doctor: No. United: So you have chosen death.",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,25,Imagine if the plane crashes and he is the only one escaped.....,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,26,If the economy class was overbooked then they should've upgraded the 4 extra passengers to the first or business class. This is totally unacceptable.,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,27,*At a job interview* Interviewer: How tough are you? Me: I was on a United Airlines plane before. Interviewer: Say no more.,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,28,"United airlines “We’re not good at beating our competitors, but we sure are good at beating our customers!”",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,29,"""If we can't beat our competitors, we beat our customers""",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,30,"United we stand, United we fall, United we drag passengers off planes",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,31,I like how they made a mistake yet he suffers from it. there should be a petition to do something about it.,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,32,overbooking should be illegal.,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,33,These are one of those videos where likes and dislikes mean the same thing... #UnitedMemesof2017,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,34,United Airline's new motto 'There's not enough seating?We'll give a passenger or two a beating!',,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,35,UNITED YOU HAVE LOST A CUSTOMER FOR LIFE. shame on you and your policies.,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,36,"""Try to resist, we'll give you our fists"" Keep it going guys!",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,37,i'm taking the risk of going to north korean airline than this ...,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,38,I said good morning to a stewardess and she power bombed me through her refreshment cart.,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,39,"What on earth!!! I do not think I have ever been so outraged in my life, this is awful! What a disgusting, vile, inhuman way to handle this. I think this could literally be punishable extremely seriously for those who handled it.",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,40,The law enforcement officers involved should have been immediately suspended pending a very thorough investigation. If they couldn't provide ample justification for their actions then they should both have had their contacts of employment terminated. The airline should have been required to pay the doctor and his family compensation if this had not already been sanctioned.,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,41,UNITED AIRLINES BATTLE ROYALE. Last man standing wins,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,42,He's gonna sue the fuck out of United airlines.,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,43,"""fight or flight"" *""WHY NOT BOTH?""*",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,44,"This disgusted me to the core, and let us make more people know how disgusting this airline is.",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,45,NEVER FLYING UNITED AGAIN!!,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,46,He refused to VOLUNTEER... united needs a dictionary 😂😶,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,47,BOYCOTT UNITED Never will I ever fly United again!! Disgusted!!,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,48,Proud of the lady who stood up for him😢,,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,49,"No matter what happened there, you cant use violence on a man with no arms, especially he is your customer! He paid and got this shit? This is too absurd!",,,
anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,VrDWY6C1178,50,"That is assault, he didn't have any obligation to leave his seat. He'd paid for it. I hope he sues the HELL out of that airline and gets MILLIONS. They need to be held accountable, he is a human being and they targeted him and beat him. Its disgusting. Only in America is THIS considered ""customer service!""",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,1,Nationwide.....it's in the millions. Lying isn't helping Verizon 😒.,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,2,no way it's 175k. probably in millions.,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,3,We better receive a MASSIVE bill credit for this bs from Verizon,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,4,Its only 175k because no one else can call in!!!,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,5,"Way more than 175,000",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,6,good to know our entire nations phone system can be brought to a halt this fuckin easy,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,7,Thousands?? You mean millions,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,8,Verizon better give their customer an entire month or two of free service because what the heck,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,9,"If anyone thinks you will be definitely able to count on your cell phone in an emergency, you’re mistaken.",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,10,It's 5PM eastern and I've been without service since noon. Think I'll be switching carriers soon...,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,11,6 hours later & still out in Atlanta. MILLIONS not thousands.,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,12,Let’s all demand a refund,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,13,I’m in GA and everyone here don’t have service,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,14,Millions. We can't report because our service is down. Orlando reporting,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,15,The entire east coast. Top to bottom and only in the US. I didn’t even notice til I left home to run to the store and realized I couldn’t make a call.,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,16,Atlanta is still out…,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,17,North of Austin Tx has been down since 9am,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,18,"Chattanooga TN, still out at 6:15 pm standard eastern time",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,19,Louisiana down since 11am. It has to be in the millions!,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,20,Virginia is out near Hampton rds and on up the east coast,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,21,It’s the WHOLE eastern seaboard at the least,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,22,Way more we can’t report because service is down 😂,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,23,Cyber attack from iran?,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,24,...I love how the company that is yanking the landlines you could depend on OUT are directing you to those very same methods of making an emergency phone call...MIMS,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,25,175 million. Its down for everybody 90%. DDOS attacks by Iran?,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,26,My verizon phone service has been acting up for about 2 months now with calls dropping like crazy....its affecting a lot more than they are saying.,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,27,Washington DC is scrambling rn.,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,28,"my phone lost connection at 1;30 pm im in brooklyn, nyc still nothing at 5:41 pm this is horrid and for the price im paying its crazy",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,29,It is country wide outage. Something freaking weird is happening and people are reporting phone number changes as well as receiving photos and messages from people that they dont know,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,30,"I told my mechanic about my cell phone having connection issues because I have Verizon and he straight up told me, “Verizon still exist?” 😑",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,31,New york is still out cant make calls,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,32,Central Florida is out 3:52 PM,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,33,First time using my phone in 4 hours. Me and coworkers all lost service. Defenitely more than 175k,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,34,Still no service,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,35,Denver CO. Currently 6pm MTN. Still out since 9 am,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,36,"6.42 P. M., still no phone outage.",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,37,"Way more, they just don’t know how to report it. Affecting everything. If you have both mobile and home… how many of us have important things affected.",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,38,"Sarasota, Florida is still out of service. 7:38 pm",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,39,"Down here in Vero Beach, FL time is 4:34 EST… 😢",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,40,This is deeper than you think this is a test,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,41,And everybody knows an American without phone service is unstable. Freaking out is an understatement.,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,42,I didn't know Tyrion Lannister is now working at ABC? 😮,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,43,"Auburn, Al is still not working! Must be millions of people having problems.",,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,44,The outage makes no sense. I have 2 Verizon phones (one for work) and only one of them had no service but the other did. In the exact same locations…,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,45,6:45 PM in South Georgia and still in SOS.,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,46,Thank God i'm never part of the outages or I'm asleep while they happen lol,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,47,Massachusetts is out too smh,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,48,Boston still out !!! 3:53pm,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,49,Can you hear me now 😂,,,
anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,MUo3n8QSQLE,50,"Prepare, it's just a beginning 🧐",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,1,"The only time when your Mom says, ""It's because of the stupid phone."" Is actually the cause of the problem",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,2,"I was in a car accident a month ago. My mom was driving us home from Starbucks, we were driving 60mph down the highway. My mom was attentive and driving safely. Unfortunately, three teenagers in a truck failed to yield to a stop sign, running right in front of us. We t-boned them, as we had absolutely no time to react. My mom slammed on her brakes as soon as she saw them pull in front of us. Us going 60mph on impact caused their truck to flip over into a ditch, and our car to spin out. The three teenagers survived with absolutely no injuries, while my mom had a concussion and I broke my spine. Paramedics told us that with how bad the impact was, they were surprised it didn't kill us. Teenagers should NEVER drive with more than one friend in the car, as it has been statistically proven that the more friends in a teenagers car, the more distracted they get. Those teenagers who failed to stop at a stop sign almost cost my mom and I's life, I'm even shocked that the teenagers weren't injured themselves despite their vehicle flipping over. It could've been much worse, and I'm glad nobody died- but we very easily could've died. The odds were not in our favor at all but we made it out alive.",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,3,Her mom: It’s cause of that damn phone! Me: *wait you’re actually right*,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,4,"This ad gets the message across really well. Had the policeman caught this girl texting and driving, it would have saved her life and many others.",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,5,I saw this ad when I was about 12 long before I could drive but this ad almost 8 years on scared me enough as a kid to not even so much as touch my phone while driving at almost 20. Guess the ad worked 😅,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,6,That went from 0 to 100 way to fucking fast,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,7,"I was involved in a texting and driving accident in (2018) on my way to work and I wasn’t even supposed to live. The doctors were going to pronounce me dead when I got to the hospital. I wasn’t to lucky, I fractured my shoulder blade, lower spine, pelvis in 3 places, left hip and my knee was mangled. The women that hit me didn’t even check on me, didn’t come near me, didn’t hold my head up in the car. She was trying to drive off but she couldn’t because her car was all busted from the impact. She was only concerned about her car and continued to text message. She tried to get away in to blaming me for the accident and she wasn’t at all upset about what she did to me. The firefighters had to use the jaws of life to get me out of the car and I scared out of my mind to think what was going to happen next. I still have anger and hatred towards the women that hit me. If she had come up to check on me or at all concerned about me, I would of forgiven her for what she did. There’s no forgiveness for that. I am still blessed to be alive and to tell my story to people. The aftermath of the accident for me is still there . My left side is unbalanced, I will fall to the ground if I stand on my left side, the cold hurts, my left side is very week, I can’t lift over 36 pounds, I am very cluster phobic in tiny spaces, and my legs are clumsy. I have muscle and nerve damage due to the accident and I have frequent back aches. I used to be very athletic and was going to return to ice skating but I can’t do any of that because of the accident. Please watch this and take the oath to never text and drive because that text isn’t worth it.",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,8,That cop could give me a ticket,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,9,"One of the best safety video for no texting while driving was a series of clips from street CCTV, showing people on their phone while walking and then either tripping on the pavement or hitting random things on the street ( a light pole, a parked car, someone else). The video then showed the message ""You cannot text while walking"" then you had a black screen with the sound of car brake and a crash followed by the message ""What makes you think you can when driving?""",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,10,she ain't smiling now !,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,11,That made me happy for some reason,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,12,"exact same thing happened to me, just because you do and once and your comfortable and nothing happens, doesn’t mean nothing will!!",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,13,"My girlfriend's mother almost died after the car she was travelling in got hit by a ute driven by someone texting while driving. She escaped with minor injuries, but three others in the car with her got seriously hurt, one is still on an induced coma and intubated in ICU days afterwards. The sheer idiocy of those who text and drive - I can't understand how one can be so stupid and yet be able to operate a motor vehicle.",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,14,Would you rather lose a minute of your life or your life in a minute?,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,15,best commercial!,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,16,I've got hit a few times by people texting and driving. Once or Twice when I was walking. And once sitting at a Stop Light 🚦 by a young kid who forgot to look up. And another time or two. But don't remember all the details any more. But still suffer from all the injuries.,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,17,im watching this for entertainment. what am i doing with my life,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,18,"""I find that very offensive because my mother died in a car crash last year and the noise it made was no laughing matter"" - Caddicarus, The Horrible World of Kinect Games",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,19,Doctor Strange and Cyborg has been real quiet since this dropped.,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,20,I was in a car accident but we weren’t on our phones I just mentioned a work place and the driver and me looked at it kinda dumb to be honest lol,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,21,"This is what I do when the driver in front was texting. I start a road rage and if they deny they were texting, I hit them. Then I deny what I did",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,22,These are way funnier than they should be,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,23,NGL this ad funny as hell when you see the long version,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,24,We need more people to stay off there phones why is this not a million views smh 🤦,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,25,"Texting while driving, you'll be lucky if it's a cop that brings you to a stop.",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,26,"People need to understand that a text is not worth your life or the lives of those around you, it's shameful how much wisdom people lack these days. I think they should suspend the license of anyone who drives.",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,27,"Years ago, my mom was in a car crash when another driver slammed into her minivan when making a bad turn, I'm very my mom survived and she wasn't hurt",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,28,i love this commercial lol !!,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,29,"I was involved in an accident on May 29th I was looking up a the stats of a Ford F-150 on my phone when I crashed into a 2010 Chevy Equinox. I hit the car at 35-40 mph. There was a 1 year old child in the car. He was crying, the family sustained no injuries while my two legs were bruised. I was lucky to be alive as well as the family. From now onwards I will longer be driving the car while drive with a phone on hand.",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,30,Yayyyyy!!!,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,31,I know that ad from the newgrounds...,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,32,And the sad fact: those who drive unsafely SOMETIMES dont get as much injury as the one being safe. Talk about unfair,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,33,"I can't believe she died, youd think the temporary slow motion would have softened the hit",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,34,"I remember this psa and was thinking ""wow the girl driving is pretty"" then BAM! 😂",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,35,At least it shut those idiots up.,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,36,"If you text while driving, one way or another, you will be stopped. Pray it's by the cops.",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,37,Whoa! This video/car accident was literally brutal! I 💯% agree with the cops statement.,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,38,"Texting while driving is just as bad as driving while intoxicated, plus they should've worn their seatbelts.😢",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,39,"Box office of this movie had to of been $950,000,000,000,000",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,40,0:13 truck: out of my way Car: ouch,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,41,Ooh what WHA WHA!!! 0:12,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,42,There are so many people in Malvern Arkansas that have their phone upside their head they're either talking or texting while driving they need to come up with some of the severest punishments possible like 4 years in prison for starters Wingate pulled over by officers,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,43,"With all the electronics available, a phone transmitting at the drivers position should enable an instant engine stop facility",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,44,I was driving the truck. I was on instagram,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,45,I always ask my mom to text for her. It’s way safer,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,46,0:12 I’d hate to go through THAT!,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,47,ts hard asf,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,48,"Hahahahahahahahah 💖 💙 💜 💚 💛 it must be fate... we need more of these on the road, make an hilarious video. It's already 2018 and more people are distracted than ever. This must be the goal that everyone has right?",,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,49,That's creepy,,,
fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,O8MQV40pOtk,50,is the driver acorn hair or smth,,,
fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,5zWB4dLYChM,1,"Terri and I graduated from Forbush High School, Class of 1978. While Terri was beautiful, energetic and a kind person in high school, I will always remember her for her courage in her battle against cancer and for the numerous lives she touched and those saved through her ad campaigns via the CDC. Terri lost her long battle with cancer on Monday, September 16, 2013. Her family and friends will miss her loving spirit. Thank you for all you did to eradicate smoking. It was not in vain. RIP Terri.",,,
fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,5zWB4dLYChM,2,"it's so sad/scary, you can see her facial reaction at the end when she says and now you're ready for the day, you can see the regret in her eyes",,,
fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,5zWB4dLYChM,3,"Takes notes Truth, this is how you make an anti-smoking ad.",,,
fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,5zWB4dLYChM,4,I'm 4 days into quitting smoking and finding it REALLY difficult so I'm binge watching videos like this to help me.,,,
fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,5zWB4dLYChM,5,"Wow, if this doesn't wake smokers up then i don't know what will.",,,
