video,video_short,comment_index,comment,manual_7_emotion,manual_3_sentiment,pretrained_7_emotion,finetuned_7_emotion,sentiment_pipeline_3,pretrained_7_match,finetuned_7_match,sentiment_3_match,domain_adapted_7_emotion,domain_adapted_7_match,previous_manual_7_emotion,previous_manual_3_sentiment,manual_label_changed,manual_review_note,manual_review_source,pretrained_7_score,finetuned_7_score,domain_adapted_7_score,samlowe_roberta_7_emotion,samlowe_roberta_7_score,samlowe_roberta_7_match,jhartmann_roberta_large_7_emotion,jhartmann_roberta_large_7_score,jhartmann_roberta_large_7_match,sentiment_pipeline_3_score,samlowe_roberta_adapted_7_emotion,samlowe_roberta_adapted_7_score,samlowe_roberta_adapted_7_match,jhartmann_distilroberta_adapted_7_emotion,jhartmann_distilroberta_adapted_7_score,jhartmann_distilroberta_adapted_7_match,lxyuan_sentiment_3,lxyuan_sentiment_3_score,lxyuan_sentiment_3_match,bertweet_sentiment_3,bertweet_sentiment_3_score,bertweet_sentiment_3_match,jhartmann_roberta_large_adapted_7_emotion,jhartmann_roberta_large_adapted_7_score,jhartmann_roberta_large_adapted_7_match
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,11,"BRAZIL is a BRICKS member and US imposed 50% on this country, there's no way the second largest REE country will align with US to solve this crisis.",neutral,neutral,neutral,neutral,negative,Yes,Yes,No,anger,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7214,0.9763,0.8249,neutral,0.5555,Yes,anger,0.4858,No,0.9263,anger,0.9738,No,anger,0.9502,No,negative,0.4066,No,neg,0.963,No,anger,0.9956,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,12,"As usual, the narrative is: American hegemony = good Anything else = bad",anger,negative,neutral,neutral,negative,No,No,Yes,neutral,No,anger,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8006,0.9904,0.4231,neutral,0.7165,No,disgust,0.3178,No,0.5936,neutral,0.94,No,neutral,0.477,No,positive,0.5381,No,neg,0.5286,No,neutral,0.8034,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,13,35000 lawyers 350 mining engineers.,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8217,0.9929,0.7318,neutral,0.9663,Yes,neutral,0.7971,Yes,0.8526,neutral,0.917,Yes,neutral,0.603,Yes,positive,0.4887,No,neu,0.9608,No,neutral,0.9648,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,14,"Don't start war with China, then no rare earth problem",neutral,neutral,neutral,neutral,negative,Yes,Yes,No,anger,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.492,0.9818,0.5194,disgust,0.4914,No,anger,0.441,No,0.6254,anger,0.9324,No,anger,0.3742,No,neutral,0.58,Yes,neg,0.6585,No,neutral,0.8741,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,15,"Did they forget how they did to Huawei and some other companies back in 2018? And now still blocking China to get latest chips. So this means only US can accuse others and sanction others, others can’t fight back, if you fight back, I will do the strongest condemn logic? Karma is a bitch, isn’t it? 😊",anger,negative,anger,anger,negative,Yes,Yes,Yes,anger,Yes,anger,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8343,0.8348,0.9721,neutral,0.4073,No,anger,0.7262,Yes,0.8004,anger,0.9193,Yes,anger,0.9489,Yes,negative,0.7222,Yes,neg,0.9391,No,anger,0.9638,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,16,"“We want a lot of rocks, I’m gathering rocks to stack them on top of each other”",neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8831,0.9948,0.7644,neutral,0.8783,Yes,neutral,0.9547,Yes,0.722,joy,0.6134,No,neutral,0.4777,Yes,positive,0.529,No,neu,0.7032,No,neutral,0.8518,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,17,They are talking about China like if they are aliens from different planet!!,joy,positive,disgust,neutral,negative,No,No,No,surprise,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.3782,0.9876,0.5259,neutral,0.9444,No,neutral,0.4487,No,0.5983,anger,0.8982,No,anger,0.4923,No,negative,0.545,No,neg,0.83,No,anger,0.9872,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,18,Very well done video. Those animations - hats off 👍,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7117,0.9857,0.8938,joy,0.9683,Yes,joy,0.8386,Yes,0.9779,joy,0.9797,Yes,joy,0.9518,Yes,positive,0.7726,Yes,pos,0.99,No,joy,0.9926,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,19,What do you mean running an economy based on economic derivatives leaves you vulnerable to foreign commodity spikes when you don't actually make anything? /s,anger,negative,fear,neutral,negative,No,No,Yes,neutral,No,neutral,neutral,Yes,sarcastic criticism of economic vulnerability,assistant_manual_review_2026-05-27,0.4757,0.9824,0.6927,neutral,0.5672,No,surprise,0.4448,No,0.6454,neutral,0.924,No,surprise,0.3797,No,negative,0.7184,Yes,neg,0.8862,No,surprise,0.5942,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,20,that thumbnail is so catchy so you click instantly,neutral,neutral,joy,neutral,positive,No,Yes,No,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.718,0.9894,0.5105,joy,0.5329,No,joy,0.767,No,0.9731,joy,0.9749,No,joy,0.8493,No,positive,0.5066,No,pos,0.9334,No,joy,0.9971,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,21,Why is it that I've never heard anyone voice any concerns about relying too much on the US or the EU?,neutral,neutral,neutral,neutral,negative,Yes,Yes,No,surprise,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4768,0.9721,0.8823,neutral,0.4699,Yes,surprise,0.5404,No,0.5882,neutral,0.8848,Yes,surprise,0.4351,No,negative,0.4532,No,neg,0.6859,No,surprise,0.6834,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,22,Can we get a video on shipbuilding on Bloomberg Primer?,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8175,0.995,0.7551,neutral,0.6398,Yes,neutral,0.9014,Yes,0.9169,neutral,0.8415,Yes,neutral,0.7089,Yes,negative,0.3893,No,neu,0.9405,No,neutral,0.9956,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,23,US: Launches a trade war China: Fights back US: *Surprised Pikachu face*,surprise,neutral,surprise,surprise,negative,Yes,Yes,No,surprise,Yes,surprise,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9372,0.9187,0.9643,neutral,0.66,No,surprise,0.9388,Yes,0.6706,surprise,0.9274,Yes,surprise,0.8359,Yes,positive,0.6539,No,neu,0.9015,No,surprise,0.9682,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,24,Thanks for the information,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.6221,0.9788,0.5939,joy,0.9895,Yes,neutral,0.6673,No,0.7741,joy,0.8621,Yes,joy,0.6659,Yes,positive,0.9635,Yes,pos,0.8206,No,joy,0.8143,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,25,The big problem was the West and US did not do anything about it until they realise too late. China have been buying and processing rare earth for like 20 years. China have long term plans. Now it’s too late for the West to catch up as it takes a decade to develop the processing of rare earths,neutral,neutral,neutral,neutral,negative,Yes,Yes,No,anger,No,joy,positive,Yes,"mostly factual strategic analysis, not clear praise",assistant_manual_review_2026-05-27,0.7934,0.9713,0.5529,neutral,0.5771,Yes,neutral,0.748,Yes,0.7293,neutral,0.9455,Yes,anger,0.6976,No,negative,0.6397,No,neg,0.7992,No,neutral,0.9039,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,26,It’s hella funny when the bully gets bullied 😂😂,joy,positive,joy,joy,neutral,Yes,Yes,No,joy,Yes,anger,negative,Yes,dominant cue is amusement/laughter,assistant_manual_review_2026-05-27,0.6851,0.7658,0.4062,joy,0.9129,Yes,joy,0.7498,Yes,0.3937,joy,0.9622,Yes,joy,0.9774,Yes,negative,0.4665,No,neu,0.6032,No,joy,0.995,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,27,"He said ""hold all the chips"" 😂😂😂",joy,positive,neutral,neutral,neutral,No,No,No,joy,Yes,neutral,neutral,Yes,laughing at wordplay,assistant_manual_review_2026-05-27,0.8332,0.9954,0.8636,neutral,0.4893,No,anger,0.4351,No,0.7013,joy,0.9684,Yes,joy,0.9808,Yes,positive,0.4328,Yes,neu,0.9667,No,joy,0.9943,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,28,"Knowledge, skill, industrial muscle, AND security",neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9491,0.9931,0.9341,neutral,0.9636,Yes,neutral,0.7117,Yes,0.6201,neutral,0.9636,Yes,neutral,0.8677,Yes,positive,0.7477,No,neu,0.5732,No,neutral,0.9927,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,29,Great video,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8745,0.942,0.9455,joy,0.9513,Yes,joy,0.8965,Yes,0.9427,joy,0.9716,Yes,joy,0.9565,Yes,positive,0.5673,Yes,pos,0.9847,No,joy,0.995,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,30,"You guys are intentionally misleading to sound optimistic. In order for the West to get to the capacity that China has today, it would take about 20-30 years. And that assuming China stays still during that time.",disgust,negative,neutral,neutral,negative,No,No,Yes,anger,No,disgust,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9461,0.9675,0.9015,neutral,0.5149,No,neutral,0.4978,No,0.5796,anger,0.9447,No,neutral,0.7611,No,negative,0.7266,Yes,neg,0.8094,No,anger,0.8045,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,31,Best thumbnail for a bloomberg video I've ever seen. Gg.,joy,positive,disgust,neutral,positive,No,No,Yes,surprise,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4895,0.9537,0.5021,joy,0.943,Yes,neutral,0.6166,No,0.9726,joy,0.9764,Yes,disgust,0.5706,No,positive,0.7803,Yes,pos,0.9886,No,joy,0.8957,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,32,Straight of Rare Earths.,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7993,0.9946,0.8724,neutral,0.9663,Yes,neutral,0.9263,Yes,0.8856,neutral,0.9582,Yes,neutral,0.6575,Yes,negative,0.4025,No,neu,0.9167,No,neutral,0.9598,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,33,That refining technology was in widespread use in IA in the 1950s. Very highly optimized. We just let some Chinese students take it home.,anger,negative,neutral,neutral,neutral,No,No,No,neutral,No,neutral,neutral,Yes,critical blame about technology transfer,assistant_manual_review_2026-05-27,0.956,0.9937,0.8643,neutral,0.8425,No,neutral,0.9711,No,0.6747,neutral,0.9586,No,neutral,0.8529,No,positive,0.7786,No,pos,0.8776,No,neutral,0.9946,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,34,"Mate, don't even go to Rare earth!!! We would have to shut all business down if China stops any supplies.",fear,negative,anger,neutral,negative,No,No,Yes,anger,No,neutral,neutral,Yes,business shutdown risk cue,assistant_manual_review_2026-05-27,0.8527,0.768,0.8852,neutral,0.4144,No,anger,0.5513,No,0.8689,fear,0.9607,Yes,anger,0.9454,No,negative,0.6383,Yes,neg,0.9703,No,anger,0.9557,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,35,Being a video editor at Bloomberg must be so easy when the topic is about China. All they have to do is pick from a grand total of 10 different stock footage options.,anger,negative,neutral,neutral,neutral,No,No,No,neutral,No,neutral,neutral,Yes,sarcastic criticism of media editing,assistant_manual_review_2026-05-27,0.9114,0.9955,0.9732,neutral,0.9223,No,neutral,0.9552,No,0.5029,neutral,0.9578,No,neutral,0.8074,No,positive,0.6252,No,neu,0.5651,No,neutral,0.9695,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,36,09:47 Why would the department of war buying $400 M worth of steaks from a freaking magnet factory lol.,surprise,neutral,surprise,neutral,negative,Yes,No,No,surprise,Yes,neutral,neutral,Yes,incredulous question with surprise cue,assistant_manual_review_2026-05-27,0.5084,0.9843,0.9003,joy,0.9363,No,anger,0.5,No,0.8774,joy,0.7581,No,anger,0.5275,No,positive,0.4411,No,neg,0.8876,No,surprise,0.5438,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,37,Love from South Africa ❤️🇿🇦🏆,joy,positive,neutral,neutral,positive,No,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4784,0.988,0.8442,joy,0.9579,Yes,neutral,0.656,No,0.973,joy,0.9626,Yes,joy,0.6931,Yes,positive,0.9064,Yes,pos,0.9845,No,joy,0.9785,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,38,10 billion hunt? That's just the first day of the Iran war. America wins wins wins.,anger,negative,neutral,neutral,neutral,No,No,No,surprise,No,neutral,neutral,Yes,sarcastic criticism of war spending,assistant_manual_review_2026-05-27,0.7126,0.988,0.7334,joy,0.3107,No,surprise,0.4637,No,0.4819,neutral,0.8457,No,surprise,0.4372,No,positive,0.5967,No,neu,0.6081,No,surprise,0.5572,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,39,0:30. Woahhhh Malaysia 😃😃,surprise,neutral,surprise,neutral,positive,Yes,No,No,surprise,Yes,surprise,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.4945,0.98,0.8825,joy,0.4411,No,surprise,0.5345,Yes,0.9384,surprise,0.9529,Yes,joy,0.8014,No,positive,0.5118,No,pos,0.6481,No,surprise,0.8705,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,40,7:45 this is why there are playing the game so dominataly. They have filled every gap with right strategy. And it worked profoundly.,neutral,neutral,neutral,neutral,positive,Yes,Yes,No,joy,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9289,0.9936,0.4749,joy,0.4582,No,neutral,0.8139,Yes,0.5488,neutral,0.9348,Yes,neutral,0.5882,Yes,negative,0.4903,No,pos,0.9051,No,joy,0.8785,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,41,"As the G2, we could literally run the world together. Let's go hand in hand as trustworthy allies rather than confront each other — there's no beef between us. Plus, the world already has enough problems. Others may not have the cards, but we do",joy,positive,neutral,neutral,positive,No,No,Yes,anger,No,neutral,neutral,Yes,hopeful cooperative framing,assistant_manual_review_2026-05-27,0.9332,0.9882,0.6664,neutral,0.5379,No,neutral,0.7832,No,0.5135,neutral,0.9286,No,neutral,0.81,No,positive,0.4132,Yes,pos,0.5427,No,neutral,0.9775,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,42,"Australia has plenty of rare earth minerals, it's the processing that is the problem.",neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.843,0.9627,0.4323,neutral,0.4889,Yes,neutral,0.9307,Yes,0.5105,neutral,0.9342,Yes,neutral,0.6661,Yes,negative,0.7039,No,neu,0.5104,No,neutral,0.9916,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,43,Nectar Gan is so beautiful 🔥 👌,joy,positive,joy,neutral,positive,Yes,No,Yes,joy,Yes,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7184,0.8514,0.9357,joy,0.9671,Yes,joy,0.4634,Yes,0.9809,joy,0.9778,Yes,joy,0.8743,Yes,positive,0.8783,Yes,pos,0.9894,No,joy,0.9956,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,44,brazil is full of rare earths,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.6549,0.9906,0.5781,neutral,0.945,Yes,surprise,0.4581,No,0.5544,neutral,0.8952,Yes,surprise,0.396,No,positive,0.5106,No,neu,0.748,No,neutral,0.5762,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,45,Trump: You have rare earths. We have all the oil. Lets trade...,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,joy,No,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.8822,0.9917,0.353,neutral,0.9573,Yes,neutral,0.7379,Yes,0.7563,neutral,0.8199,Yes,anger,0.5498,No,negative,0.6542,No,neu,0.8923,No,joy,0.7519,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,46,Meanwhile China is already looking for the next chokehold.,neutral,neutral,neutral,neutral,negative,Yes,Yes,No,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.9479,0.9936,0.661,neutral,0.9551,Yes,neutral,0.8237,Yes,0.7104,anger,0.8636,No,neutral,0.8142,Yes,negative,0.4848,No,neg,0.8133,No,neutral,0.862,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,47,"The US has all the rare earth metals we need in California and Texas and in all the coal ash piles we have across the U.S. We simply need to build more of the processing plants to process these rare earths and the understanding that processing rare earths is usually a very polluting endeavor. I have no doubt we can do it in a more environmentally way, but we also need to understand that China's Rare Earth industry is heavily subsidized by China so America's Rare Earths will probably be more expensive. We also have the deals with both Ukraine and Austrailia for Rare Earths as well.",neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,disgust,negative,Yes,balanced factual policy comment with concern but no dominant emotion,assistant_manual_review_2026-05-27,0.8943,0.9924,0.9131,neutral,0.6256,Yes,neutral,0.8218,Yes,0.7596,neutral,0.9614,Yes,neutral,0.8925,Yes,negative,0.4491,No,neu,0.9096,No,neutral,0.9697,Yes
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,48,So much ad even before beginning?,anger,negative,surprise,neutral,neutral,No,No,No,surprise,No,neutral,neutral,Yes,complaint about excessive ads,assistant_manual_review_2026-05-27,0.7537,0.9943,0.6994,neutral,0.4352,No,surprise,0.8685,No,0.5491,surprise,0.908,No,surprise,0.7974,No,negative,0.3855,Yes,neu,0.5522,No,surprise,0.985,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,49,"Calling 21% a ""quarter"" and not a ""fifth"" of world's supply should be considered journalistic malpractice",disgust,negative,disgust,neutral,negative,Yes,No,Yes,anger,No,disgust,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.7234,0.9283,0.9674,disgust,0.4002,Yes,neutral,0.5771,No,0.7544,anger,0.9636,No,anger,0.7776,No,negative,0.659,Yes,neg,0.8372,No,anger,0.9373,No
https://www.youtube.com/watch?v=d2dgJGkw5p0,rare_earths,50,If making weapons of death is all that the USA does with them? BOYCOTT THEM ALL!,fear,negative,anger,neutral,negative,No,No,Yes,anger,No,fear,negative,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.5416,0.7548,0.9764,neutral,0.4686,No,anger,0.8475,No,0.932,anger,0.9622,No,anger,0.7199,No,negative,0.5407,Yes,neg,0.9792,No,anger,0.9981,No
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,1,This is the kind of content YouTube needs more of,joy,positive,neutral,neutral,positive,No,No,Yes,neutral,No,neutral,neutral,Yes,positive praise for the type of content,assistant_manual_review_2026-05-27,0.9479,0.9954,0.9187,neutral,0.4577,No,neutral,0.9576,No,0.7204,neutral,0.9291,No,neutral,0.742,No,positive,0.5061,Yes,pos,0.967,No,joy,0.8051,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,2,le le,neutral,neutral,neutral,neutral,neutral,Yes,Yes,Yes,neutral,Yes,neutral,neutral,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.2996,0.9899,0.8076,neutral,0.9674,Yes,neutral,0.7895,Yes,0.6384,neutral,0.9384,Yes,neutral,0.5024,Yes,positive,0.4378,No,neu,0.877,No,neutral,0.9861,Yes
https://www.youtube.com/watch?v=M8To7iorkxQ,avatar_clip,3,🥰From India 🇮🇳 ❤🤗,joy,positive,neutral,neutral,positive,No,No,Yes,disgust,No,joy,positive,No,confirmed after assistant manual review,assistant_manual_review_2026-05-27,0.801,0.9869,0.388,joy,0.7832,Yes,neutral,0.6592,No,0.9835,joy,0.933,Yes,disgust,0.4891,No,positive,0.4181,Yes,neu,0.971,No,joy,0.7451,Yes
