text,label,label_id,sentiment,video_short,video,comment_index,label_notes
Teacher: who is calling you?😡 You: my overheating note 7☠️,surprise,6,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,4,product-failure surprise cue
this be the cutest shit,joy,3,positive,tech_brand_story,https://www.youtube.com/watch?v=nnsSUqgkDwU,79,positive appreciation or humor cue
"This is just preposterous! In my opinion, all Pespi was trying to do was convey the message that all of the world's biggest problems are inherently simple and easy to solve, if we all just learned to respect one another and get along. What's actually wrong with Mankind is that we need to complicate things and mess it all up first-hand (like we're doing right now: reading something horrible into something that was supposed to be a positive message). People should just learn to relax and care about things that really matter. By the by, if you want drop me a line, there's no need to offend. I'm just stating my opinion. DISCLAIMER: I am NOT saying that the real issues happening in the World don't matter, OBVIOUSLY. I just think that we should know how to ""separate the waters"".",anger,0,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=zFm9FRxi0ZM,22,brand-backlash criticism
@EnzoLuca10 @SteveinHD hey guys i really appreciate the feedback...i originally designed the vid to outline that all these athletes have worked hard to get to where they are and at some point they were underdogs...probably not under Nike tho :P It was a little project i did when I worked for Nike and head office loved it... unfortunately Versus didn't hence why my original got taken down.,joy,3,positive,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,85,positive appreciation or humor cue
iPhone 16 introductory video before g̶t̶a̶ 6̶ iPhone 16 introductory video,neutral,4,neutral,tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,17,no dominant affective cue
"When I tell you I’ve never been more excited about a show before. Jenna Ortega is an absolutely amazing actress, and seeing her take the form of Wednesday is treacherously beautiful! I smell an Emmy😌🖤",joy,3,positive,streaming_trailer_reaction,https://www.youtube.com/watch?v=Di310WS8zLk,66,positive appreciation or humor cue
The “IM INNOCENT” at the end got me so good the first time… I couldn’t stop laughing,joy,3,positive,fast_food_brand_launch,https://www.youtube.com/watch?v=chYLHu0w8z0,69,positive appreciation or humor cue
I don’t have any children but my god what a powerful advert ❤️,joy,3,positive,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,86,positive appreciation or humor cue
Gillette forgot they sell razor blades lol,neutral,4,neutral,controversial_brand_purpose,https://www.youtube.com/watch?v=UYaY2Kb_PKI,5,no dominant affective cue
This incident was asked as a case study as a part of crisis management in my college exams 😂,joy,3,positive,anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,92,positive appreciation or humor cue
it. is. an. advertisement. it's not that deep. people really need to stop actively searching for things to be upset about. it's getting old.,neutral,4,neutral,disgust_brand_backlash,https://www.youtube.com/watch?v=zFm9FRxi0ZM,41,no dominant affective cue
What a time to buy into Nike stocks lol. Good job kap.,joy,3,positive,sports_brand_purpose,https://www.youtube.com/watch?v=jBnseji3tBk,60,positive appreciation or humor cue
Taste doesnt matter in the afterlife its the full feeling thats why i just scorph everything down. But if i was thinking taste…. Hmmm… nachos and beer kind of hit me right. So wherever that is. Um. Carne asada fries and nachos with rum. That hit me right too. So its in the middle of that,sadness,5,negative,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,64,sadness cue
0:41 “It’s always a real thing.” LOL,neutral,4,neutral,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,37,no dominant affective cue
None of the other employees say anything either. SO disgusting. This is why I don't eat out anymore and prepare all my own meals.,disgust,1,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,95,brand-crisis hygiene or safety concern
Excelent add Dove!! Thank you for this content that makes as to reflect. Our girls need to realise that they are beautiful and powerful!!,joy,3,positive,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,94,positive appreciation or humor cue
Infinity War Trailer : 243 Million Views. * *Thanos snaps* * Endgame Тrailer : 140 Million Views.,neutral,4,neutral,entertainment_fandom,https://www.youtube.com/watch?v=TcMBFSGVi1c,27,no dominant affective cue
It is now 2025 and I am continuing the legacy of calling this the best commercial of all time.,joy,3,positive,automotive_brand_ad,https://www.youtube.com/watch?v=M7FIvfx5J10,17,positive appreciation or humor cue
PlayStation: Play has no limits Me: But my wallet has,neutral,4,neutral,gaming_product_launch,https://www.youtube.com/watch?v=RkC0l4iekYo,25,no dominant affective cue
"For those that are curious: 7,068 Likes 92,994 Dislikes",neutral,4,neutral,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,80,no dominant affective cue
"just because you can, doesn’t mean you should",neutral,4,neutral,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,9,no dominant affective cue
"My F450, with an auxiliary tank, can go over 400 miles while pulling a fully loaded 44 foot toy hauler. And it turns 18 this year.",neutral,4,neutral,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,11,no dominant affective cue
Cybertrucks look like homemade vehicles. 😂,joy,3,positive,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,55,positive appreciation or humor cue
No black women?,neutral,4,neutral,beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,56,no dominant affective cue
Every single time this comes in my tv my mom used to curse at them💀💀,neutral,4,neutral,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,75,no dominant affective cue
When are we going to be smart enough to understand that's our children we are putting behind the wheel when we get their first car or they get their learner's permit and so on and so forth make it a law they cannot start driving unless their car is Bluetooth enabled that it could handle the incoming messages and everything and they don't have to take their eyes off the road for a split second because the same way it takes a split second to get pregnant it takes a split second to take away that life so please you guys make all these laws and all these rules make that an official law you're not able to drive at all until your car is Bluetooth enabled and that's the only way that you get to drive because if you leave it on the phone and you take your eyes off the road you're gone I don't care how many commercials you have they're not going to listen until it becomes a law how many more kids are we going to bury how many more families are going to cry we have smartphones so make smart decisions don't expect your child to be the one to do the smart decision they have to have some kind of Bluetooth device in their vehicle that listens to the messages and reads it out my phone every time a message comes in it tells me who's it from and what it says if it's an emergency they can pull over if not make it a rule you cannot get a cell phone until your first four years of driving by yourself and not getting into an accident you have to come home to be able to message anyone and watch how fast the cemeteries start being less filled with our children passed a message forward and God we trust one land and one nation under God God gave us our children let's not send them back in a rush delivery because of a stupid driving accident,neutral,4,neutral,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,89,"metadata, sponsor, or link-heavy comment"
Came here after watching IT 2! Great movie! Had a blast watching him as Mike! He did a great job!,joy,3,positive,classic_brand_ad,https://www.youtube.com/watch?v=owGykVbfgUE,78,positive appreciation or humor cue
Meta was even worse than both of these,neutral,4,neutral,surprise_launch_reaction,https://www.youtube.com/watch?v=4qGw9WH4Xj8,70,no dominant affective cue
first breath after coma is a great song. this ad doesn't do it justice.,joy,3,positive,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,19,positive appreciation or humor cue
Hi,neutral,4,neutral,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,62,no dominant affective cue
"This is brilliant Dove. I'm.not sure who your PR or media agency are, but you need to get some budget behind this and share it with millions, not thousands. Very powerful piece.",joy,3,positive,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,4,positive appreciation or humor cue
"Look at your man, now back at me Then back at your man, then back at me Then look at your sister, and then back to me Then look at your brother, who just married your sister I'm on a cow.",neutral,4,neutral,classic_brand_ad,https://www.youtube.com/watch?v=owGykVbfgUE,45,no dominant affective cue
2021 and still coming back to this beauty.,neutral,4,neutral,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,26,no dominant affective cue
Greetings from Alaska!,neutral,4,neutral,surprise_launch_reaction,https://www.youtube.com/watch?v=4qGw9WH4Xj8,17,no dominant affective cue
Haaaaaaaa🐽🐽,neutral,4,neutral,disgust_brand_backlash,https://www.youtube.com/watch?v=zFm9FRxi0ZM,79,no dominant affective cue
Millions. We can't report because our service is down. Orlando reporting,anger,0,negative,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,11,customer-service outage criticism
That escalated quickly.,neutral,4,neutral,tech_brand_story,https://www.youtube.com/watch?v=nnsSUqgkDwU,54,no dominant affective cue
Service is out in Austin Texas.,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,53,no dominant affective cue
U CANNOT tell me that not even 1 drop of dirty mop water fell in the fries 🍟,disgust,1,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,49,brand-crisis hygiene or safety concern
THAT 16 PRO REVEAL WAS A BANGER !!!!,neutral,4,neutral,tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,31,no dominant affective cue
"1:41 ""we are suppressed EMOTIONS"" best line ever prove me wrong",joy,3,positive,movie_trailer_joy,https://www.youtube.com/watch?v=LEjhY15eCx0,46,positive appreciation or humor cue
"I still can't believe people actually paid $100,000 for these things. 🤣🤣🤣",joy,3,positive,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,5,positive appreciation or humor cue
"I used to work at a restaurant as a dishwasher, and looking back I'm actually super thankful the chefs were so uptight about cleaning the place at the end of every night. There are so many restaurants people go to that they wouldn't if they knew what the kitchen looked like.",disgust,1,negative,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,27,food-safety disgust cue
"The stupidest thing, how Pepsi's trying to make believe they'd give brandnew pair of jeans and even shoes with a can",anger,0,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=zFm9FRxi0ZM,68,negative criticism cue
"i dont know how to stop my dad from smoking, please help ;(",fear,2,negative,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,100,health-warning fear cue
I had an s20 note ultra which has been an excellent phone for about 5 years…I just got this phone on Prime day…it’s a pretty good upgrade for me.,joy,3,positive,tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,13,positive appreciation or humor cue
Way more we can’t report because service is down 😂,joy,3,positive,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,23,positive appreciation or humor cue
You’ve gyattt to be kidding me,neutral,4,neutral,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,63,no dominant affective cue
A day later: 99 things you missed in play station trailer.,neutral,4,neutral,gaming_product_launch,https://www.youtube.com/watch?v=RkC0l4iekYo,7,no dominant affective cue
lol people actually think a multimillion dollar corporation actually cares about social issues,neutral,4,neutral,controversial_brand_purpose,https://www.youtube.com/watch?v=UYaY2Kb_PKI,82,no dominant affective cue
"When Thanos snapped, it damaged the gauntlet. When Tony snapped, it damaged my heart.",neutral,4,neutral,entertainment_fandom,https://www.youtube.com/watch?v=TcMBFSGVi1c,63,no dominant affective cue
this is the most accurate rumor that turned to be true 😂,joy,3,positive,tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,16,positive appreciation or humor cue
Most of the McDonalds haters I’ve ever seen are in this very comment section,neutral,4,neutral,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,85,no dominant affective cue
This is the best anti coca-cola ad I’ve ever seen 🤣,joy,3,positive,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,82,positive appreciation or humor cue
Props to the girl being filmed! 💖💖💖,neutral,4,neutral,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,71,no dominant affective cue
Say hi to Mister Americana!,neutral,4,neutral,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,52,no dominant affective cue
this is scarier than a horror movie i actually got chills,fear,2,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,79,product-failure fear cue
"It’s not just Verizon, ATT and Tmobile",neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,64,no dominant affective cue
This is still living rentfree in my head,neutral,4,neutral,automotive_brand_ad,https://www.youtube.com/watch?v=M7FIvfx5J10,87,no dominant affective cue
bruh shoulda given the officer a pepsi woulda prevented all of this,neutral,4,neutral,anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,17,no dominant affective cue
Google's AI Gemini is being sued for assisting with a kids suicide,joy,3,positive,surprise_launch_reaction,https://www.youtube.com/watch?v=4qGw9WH4Xj8,66,positive appreciation or humor cue
2:04 This is even worse emotional damage than that from the first movie Riley's mind is LITERALLY falling apart from the whirlwind of new emotions Genius little detail that really isn't so little,joy,3,positive,movie_trailer_joy,https://www.youtube.com/watch?v=LEjhY15eCx0,69,positive appreciation or humor cue
Manifesto Texting Whlie Driving,neutral,4,neutral,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,64,no dominant affective cue
Still unbelieveable in 2024,neutral,4,neutral,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,77,no dominant affective cue
"Thor: This time i will go for the head. ""WHATEVER IT TAKES""",neutral,4,neutral,entertainment_fandom,https://www.youtube.com/watch?v=TcMBFSGVi1c,83,no dominant affective cue
Man! I got chills! ❤❤❤❤❤,joy,3,positive,sports_brand_purpose,https://www.youtube.com/watch?v=jBnseji3tBk,38,positive appreciation or humor cue
We got ourselves a game -3,neutral,4,neutral,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,94,no dominant affective cue
my co-workers and I have used United for the last 10 years travelling back and forth to the States. Our company as well as our partners have come the the decision that we are no longer using United. Your company literally lost just a little over a 100 customers on an annual basis. Good Job United...The police officer that committed this heinous act needs to be fired as well as anyone involved with the decision of violently removing the gentleman that's almost in his seventies.Shame on you.....,joy,3,positive,anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,98,positive appreciation or humor cue
"Let's be honest, every town's Chinese buffet has probably been shut down due to a health violation at some point.",disgust,1,negative,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,53,food-safety disgust cue
Feb 2026! Who's still watching this?,neutral,4,neutral,automotive_brand_ad,https://www.youtube.com/watch?v=M7FIvfx5J10,20,no dominant affective cue
0:13 That theme song is funny,joy,3,positive,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,7,positive appreciation or humor cue
Proud of the lady who stood up for him😢,neutral,4,neutral,anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,64,no dominant affective cue
Does anyone know if these commercials are acting?,neutral,4,neutral,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,30,no dominant affective cue
"“911,whats your emergency??” “MY PHONE IS EXPLOD-“",neutral,4,neutral,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,62,no dominant affective cue
"Sarasota, Florida is still out of service. 7:38 pm",neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,38,no dominant affective cue
Michiko 💕💕,neutral,4,neutral,beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,48,no dominant affective cue
Tony and Natasha saying “Whatever it takes” hits different now,neutral,4,neutral,entertainment_fandom,https://www.youtube.com/watch?v=TcMBFSGVi1c,25,no dominant affective cue
Scotty reviewing a Cyberkuck! Life is complete. Thank you!,joy,3,positive,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,65,positive appreciation or humor cue
"This is the biggest ""hey look at me"" mobile there ever was. And has anyone ever seen a cyber truck with anything in the bed? Me neither.",neutral,4,neutral,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,52,no dominant affective cue
The new emotions appears from her adolescence is characteristically accurate.,neutral,4,neutral,movie_trailer_joy,https://www.youtube.com/watch?v=LEjhY15eCx0,95,no dominant affective cue
I almost just bought some Gillette razors but then I remembered this commercial so we'll be choosing a different brand they lost me as a customer after doing this commercial.,neutral,4,neutral,controversial_brand_purpose,https://www.youtube.com/watch?v=UYaY2Kb_PKI,91,no dominant affective cue
Who could possibly dislike this !?,neutral,4,neutral,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,61,no dominant affective cue
Everyone: So what's the price? Sony: Yes.,neutral,4,neutral,gaming_product_launch,https://www.youtube.com/watch?v=RkC0l4iekYo,49,no dominant affective cue
"i’ve worked in a kitchen environment since i was 15, the health inspectors show up randomly 2 times a year to each store, to pass an inspection and sometime within the next 6 or so months they come back and check again how have you not cleaned your kitchen in that amount of time to have racked up 110 violations look i’m gonna be honest with these industrialized kitchens it’s hard to maintain 100% clean all the time so sometimes things slip but i’ve never even gotten a violation on a health inspection to get 110…. you literally have to be doing NOTHING but making food and leaving at the end of the night, that’s actually disgusting asf man.",disgust,1,negative,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,69,food-safety disgust cue
Why hide her face??? She didn’t care to dry a mop under the food lamp in front of all our faces 😂😂😂😂,disgust,1,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,88,brand-crisis hygiene or safety concern
Conroe texas is out,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,100,no dominant affective cue
“911 What's Your Emergency” *Phone proceeds to explode*,surprise,6,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,17,product-failure surprise cue
Lol just turn this into a short film this is to good,joy,3,positive,sadness_brand_story,https://www.youtube.com/watch?v=YvYGO4o334I,60,positive appreciation or humor cue
“SHUT IT DOWN SO IT DOESNT EXPLODE!” “Nah bro its way too hot to touch it…” Edit: BRO THANK YOU FOR ALL THE LIKES,surprise,6,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,29,product-failure surprise cue
Just saw the advert thos is a great ad to see and best one this year,joy,3,positive,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,97,positive appreciation or humor cue
"Yup, now we need Inside Out 3",neutral,4,neutral,movie_trailer_joy,https://www.youtube.com/watch?v=LEjhY15eCx0,72,no dominant affective cue
My wallet: Excecute order 66 My money: It'll be done my lord.,joy,3,positive,gaming_product_launch,https://www.youtube.com/watch?v=RkC0l4iekYo,63,positive appreciation or humor cue
Its affecting me here in Florida,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,73,no dominant affective cue
Plot twist: Two armed Grimace actually is innocent. His four armed brother on the other hand...,neutral,4,neutral,fast_food_brand_launch,https://www.youtube.com/watch?v=chYLHu0w8z0,58,no dominant affective cue
"The vibrations make it 1,000,000x scarier😭😭",neutral,4,neutral,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,74,no dominant affective cue
Wtf Its this thing doing in my fyp 8 years later?,neutral,4,neutral,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,1,no dominant affective cue
"Can we get more entertainment like this?!! Creative, beautifully shot, incredible acting, costumes, sets, the music. QUALITY.",joy,3,positive,streaming_trailer_reaction,https://www.youtube.com/watch?v=Di310WS8zLk,99,positive appreciation or humor cue
Sometimes I wish I could watch Endgame for the first time without knowing what was gonna happen.,neutral,4,neutral,entertainment_fandom,https://www.youtube.com/watch?v=TcMBFSGVi1c,35,no dominant affective cue
0:18 GYAAAAAAAAAATTTTT‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️,neutral,4,neutral,app_brand_campaign,https://www.youtube.com/watch?v=Ew4kM1FmM8o,62,no dominant affective cue
"To think, this ad cured a company’s slump in a certain age/gender demographic of consumers and largely increased sales as a result of this ad, a 32 second ad rebooted a whole company. EDIT: just for context, this old spice ad and the majority of others have the intended audience of women who buy their male partner's personal care products.",neutral,4,neutral,classic_brand_ad,https://www.youtube.com/watch?v=owGykVbfgUE,36,no dominant affective cue
3 years of watching that damn video and It still gives me chills.,joy,3,positive,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,3,positive appreciation or humor cue
2021 crew checking in. Still gets me.,neutral,4,neutral,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,34,no dominant affective cue
I'm going to try the Xiaomi 15 Ultra,neutral,4,neutral,tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,84,no dominant affective cue
Social media had created many insecurities which caused me to have low self esteem at times. I feel like we need to stop having these high expectations of ourselves to look certain ways,neutral,4,neutral,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,10,no dominant affective cue
Even the rats moved out.,neutral,4,neutral,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,94,no dominant affective cue
chatGPT seems like the best product right now,joy,3,positive,surprise_launch_reaction,https://www.youtube.com/watch?v=4qGw9WH4Xj8,96,positive appreciation or humor cue
"I can’t tell if this Grimace got shaved or melted into its own drink. Either way, perfect fit for the McDonald’s monitor! Seriously dude you’re a crazy talent.",joy,3,positive,fast_food_brand_launch,https://www.youtube.com/watch?v=chYLHu0w8z0,6,positive appreciation or humor cue
"Alec: Hey Luke! Look at the window, now back to me, look at the window, now back to me. Sadly, There's a war happening outside! Goddammit Luke help us!",sadness,5,negative,classic_brand_ad,https://www.youtube.com/watch?v=owGykVbfgUE,63,sadness cue
"This was so effective because when it first aired, EVERY..... SINGLE..... WOMAN looked at their man then looked at him, then back at their man then back to him. 🤣",joy,3,positive,classic_brand_ad,https://www.youtube.com/watch?v=owGykVbfgUE,87,positive appreciation or humor cue
I feel I've been waiting for years for this ad campaign to end because I hate the Bada-da-da-dumb at the end so much.,anger,0,negative,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,38,negative criticism cue
Best and most powerful advert I've seen in years! Absolutely brilliant. Everyone needs to see this advert!,joy,3,positive,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,26,positive appreciation or humor cue
"as a 13year old boy using s25ultra 1tb option myself , the phone is insane",surprise,6,neutral,tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,71,surprise cue
"This is why I'll never touch a cigarette in my life, and always hold my breath when i approach someone smoking one.",fear,2,negative,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,40,health-warning fear cue
Grok is trash. Gemini by far the best next to Claude,joy,3,positive,surprise_launch_reaction,https://www.youtube.com/watch?v=4qGw9WH4Xj8,75,positive appreciation or humor cue
Lol they deleted the dislikes,neutral,4,neutral,controversial_brand_purpose,https://www.youtube.com/watch?v=UYaY2Kb_PKI,100,no dominant affective cue
I really miss 2019. The hype around this movie. All the emotional goodbyes. So much has changed now,joy,3,positive,entertainment_fandom,https://www.youtube.com/watch?v=TcMBFSGVi1c,23,positive nostalgia or emotional appreciation
37349 Turner Walks,neutral,4,neutral,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,97,no dominant affective cue
auto play ads 👎👎👎,neutral,4,neutral,beauty_campaign,https://www.youtube.com/watch?v=JNYjRmNCu9o,20,no dominant affective cue
"fun fact, generative AI is destroying the environment of almost all the wild animals present in the ad! pure christmas magic!",joy,3,positive,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,73,positive appreciation or humor cue
Song?,neutral,4,neutral,sports_brand_purpose,https://www.youtube.com/watch?v=jBnseji3tBk,43,no dominant affective cue
Finally a show that has a great eerie feel to it. Need more shows like this,joy,3,positive,streaming_trailer_reaction,https://www.youtube.com/watch?v=Di310WS8zLk,15,positive appreciation or humor cue
"Thanks Gillette, I now use a Rockwell 6S safety razor best razor I've ever used.",joy,3,positive,controversial_brand_purpose,https://www.youtube.com/watch?v=UYaY2Kb_PKI,84,positive appreciation or humor cue
Everyone who ever ate there drafting their will as fast as possible,neutral,4,neutral,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,75,no dominant affective cue
"The hardest things in English are grammar and pronunciation, thanks duo.",joy,3,positive,app_brand_campaign,https://www.youtube.com/watch?v=Ew4kM1FmM8o,85,positive appreciation or humor cue
I text and drive because I pay attention to my mirrors and blinds spots and everything going on around me. Some people can't though. Certain jobs require you to do it or be on a CPU. So those people are smarter than you? To each their own I guess.,neutral,4,neutral,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,48,no dominant affective cue
"the interior layout and missing functionality is regress, not progress",joy,3,positive,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,66,positive appreciation or humor cue
Had to look it up - hilarious 😂🤣,joy,3,positive,sadness_brand_story,https://www.youtube.com/watch?v=YvYGO4o334I,27,positive appreciation or humor cue
.,neutral,4,neutral,entertainment_fandom,https://www.youtube.com/watch?v=TcMBFSGVi1c,53,no dominant affective cue
0:19 even the painting was embarrassed for him 😭,neutral,4,neutral,app_brand_campaign,https://www.youtube.com/watch?v=Ew4kM1FmM8o,31,no dominant affective cue
"My girlfriend's mother almost died after the car she was travelling in got hit by a ute driven by someone texting while driving. She escaped with minor injuries, but three others in the car with her got seriously hurt, one is still on an induced coma and intubated in ICU days afterwards. The sheer idiocy of those who text and drive - I can't understand how one can be so stupid and yet be able to operate a motor vehicle.",sadness,5,negative,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,12,road-safety sadness cue
Currently using the s22 thinking this or wait till next year,neutral,4,neutral,tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,75,no dominant affective cue
THIS video finally got me excited about the 16 Pro,neutral,4,neutral,tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,37,no dominant affective cue
As a hood cleaner who has been cleaning restaurants for a while I can say you’d be surprised how many restaurants have conditions like this. Simply disgusting and unsanitary.,disgust,1,negative,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,37,food-safety disgust cue
"I enjoy how the truck nearly plows down the pedestrians at the end but magically slows down, despite the snowy conditions. Great stuff!",joy,3,positive,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,94,positive appreciation or humor cue
Phenomenal add .. this should be how ads should be done to help us feel better not fit a box. Amazing ad loved the message.,joy,3,positive,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,22,positive appreciation or humor cue
