text,label,label_id,sentiment,video_short,video,comment_index,label_notes
If we don't know how to drive car😂😂😂😂,joy,3,positive,fear_public_safety,https://www.youtube.com/watch?v=tAlrXpn5MOc,146,Laughter emojis indicate amusement at the situation.
Balonie moment,neutral,4,neutral,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,115,Nonsensical phrase with no clear emotional tone.
"I have never smoked, I detest the smell of smoke actually. At nearly 50 it's hard enough feeling healthy without deliberately doing things to poison yourself, your health is all that matters. One quote I love is ""Ask a healthy person their dreams and they will have many, ask a sick person their dreams they will have only one""",neutral,4,negative,fear_health_warning,https://www.youtube.com/watch?v=X4k12miYJ4M,235,"Expresses dislike for smoking and concern for health, but tone is reflective."
175 million. Its down for everybody 90%. DDOS attacks by Iran?,surprise,6,negative,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,19,Surprise at the numbers and negative implication of cyberattack.
Movie name?,neutral,4,neutral,sadness_psa,https://www.youtube.com/watch?v=vgain-EQdt0,204,Simple factual question without emotional tone.
iPhone 16 lamentablemente se me quedo en EEUU pero el número era de mary,sadness,5,negative,tech_product_launch,https://www.youtube.com/watch?v=Btf4mN37OsU,46,Expresses regret about leaving iPhone 16 in the US.
Although its good as an idea .. i would wait o buying such thing .. also ..its kind of ugly and huge,disgust,1,negative,tech_product_launch,https://www.youtube.com/watch?v=Btf4mN37OsU,148,"Criticizes product as ugly and huge, expresses hesitation to buy."
"A lack of human involvement in the making of this ad does not instill me with much confidence in the product. It doesn’t make me wanna drink Coca-Cola more. If writing prompts, waiting for the ai to shit something out for you, and then picking the least messy result to mash together is the only effort you’d be willing to put into advertising, why should i care about your product?",disgust,1,negative,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,94,"Expresses disgust at AI-generated ad, criticizing lack of human effort."
I mean who didn't see this coming?,neutral,4,neutral,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,85,"Rhetorical question expressing unsurprise, no strong emotion."
"Not seen this before. Powerful and well done, but nothing beats Julie Knew Her Killer and If You Hit Me At 40 for me.",joy,3,positive,sadness_psa,https://www.youtube.com/watch?v=B2rFTbvwteo,15,Expresses appreciation for the video while fondly recalling favorites.
I feel so bad :(,sadness,5,negative,anger_brand_crisis,https://www.youtube.com/watch?v=WEw-GjTriIo,163,Expresses feeling bad with a sad face emoji.
Is that what it feels like,neutral,4,neutral,fear_public_safety,https://www.youtube.com/watch?v=3Twl1soaBJM,140,Literal question without emotional cues.
good thing I don't have enough money to travel by plane 😕,sadness,5,negative,anger_brand_crisis,https://www.youtube.com/watch?v=WEw-GjTriIo,89,Expresses regret about lacking money for plane travel.
I dont even think that this was anything to be mad about its AN AD i get it that everyone has the right to their opinion but you have to make the right ones i didnt see any problem with it in my opinion and hopefully it was the correct one.,neutral,4,neutral,disgust_brand_backlash,https://www.youtube.com/watch?v=GNOu1Se6dYE,66,Commenter expresses a balanced opinion without strong emotion.
In case of an emergency an unbreakable glass is one of crash victim’s and first responder’s worst nightmare,fear,2,negative,surprise_product_fail,https://www.youtube.com/watch?v=LMWwImDX3ks,16,Highlights danger and potential harm from unbreakable glass in emergencies.
"My mom quit when she got the flu and it felt like she was inhaling fire when she tried to smoke. She quit cold turkey and just slept through her withdrawals and that was that, almost 30 years of smoking done because of a really bad case of the flu, honestly I’m grateful she got that sick because it terrified me that she would get cancer one day if she didn’t stop",joy,3,positive,fear_health_warning,https://www.youtube.com/watch?v=EkkOTplBCmA,59,"Grateful for mother's quitting smoking due to flu, relief from cancer fear."
So how chipotle got 500 people sick?,anger,0,negative,disgust_food_safety,https://www.youtube.com/watch?v=zBXAJV82744,68,Expresses frustration and criticism about Chipotle causing illness.
Imagine the amount of radiation all those mobile phones emanates,fear,2,negative,brand_crisis_negative,https://www.youtube.com/watch?v=tHn5bOBoEMI,162,Expresses concern about radiation from mobile phones.
"No joke, my teacher made me watch this today to notice stereotypes about men. I think her husband left her because he knows he deserves a better woman than my stupid teacher, and he probably uses old spice anyways",anger,0,negative,classic_brand_ad,https://www.youtube.com/watch?v=owGykVbfgUE,87,"Insults teacher, implies bitterness and resentment."
"After watching this Im afraid of using my phone while charging, thanks alot...",fear,2,negative,surprise_product_fail,https://www.youtube.com/watch?v=_Cd2WIxKRDk,123,Expresses fear about phone safety while charging.
I'm surprised dude still out here making money?,surprise,6,neutral,sports_brand_purpose,https://www.youtube.com/watch?v=jBnseji3tBk,78,"Expresses surprise at someone's continued success, no strong positive or negative tone."
I like how he got shaved down so his fur wouldn’t catch on fire. Attention to detail 👌,joy,3,positive,fast_food_brand_launch,https://www.youtube.com/watch?v=chYLHu0w8z0,15,Appreciation for detail with positive emoji
Thank youtube algorithm for bringing me this timely news.,joy,3,positive,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,47,Expresses gratitude and appreciation for the algorithm.
She needs to be fired ASAP!!,anger,0,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,39,Expresses strong disapproval and demand for termination.
Brave? Really,disgust,1,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=-4Qa9ZXTg2g,122,Sarcastic tone expressing disbelief and disapproval.
I wish you used more of the movie clip or Adam Sandler from Anger Management movie,sadness,5,negative,anger_brand_crisis,https://www.youtube.com/watch?v=yJTaGf5zURQ,169,Expresses disappointment about missing movie clip or actor.
"That's fkn 😝 GROSS, should be sacked",disgust,1,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,26,"Strong disgust and anger towards the subject, with vulgar language."
Crying over this video after over a decade.,sadness,5,negative,tech_brand_story,https://www.youtube.com/watch?v=nnsSUqgkDwU,23,"Expresses crying, indicating sadness or nostalgia."
"I expected it to end that way, but still cried anyway 😪. Humanity is the language all humans understand 💕",sadness,5,positive,sadness_psa,https://www.youtube.com/watch?v=iVrQqWIs6ZE,153,Expresses sadness from crying but finds beauty in shared humanity.
Cafes near the loo xD,joy,3,positive,tech_brand_story,https://www.youtube.com/watch?v=nnsSUqgkDwU,77,The 'xD' emoticon indicates amusement or laughter.
"I've heard the hitch was not attached to the frame ,like it will literally just pop off under stress",fear,2,negative,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,17,Expresses concern about safety failure under stress.
"That's funny, in my country I can call emergency services from anywhere without any mobile services. All I need is a signal.",surprise,6,neutral,anger_customer_service,https://www.youtube.com/watch?v=-LZ_a5TER_0,108,Expresses surprise at a difference in emergency service capabilities.
We need to find other sources for communication,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=T8ClHGY08jc,162,Statement of need without emotional expression.
Basically news reporter but just all phone broadcasting,neutral,4,neutral,brand_crisis_negative,https://www.youtube.com/watch?v=tHn5bOBoEMI,107,Factual observation about news reporting style
"Thai directors make both the funniest and heart touching ads, and no matter how confusing it is, the message is super clear",joy,3,positive,sadness_psa,https://www.youtube.com/watch?v=iVrQqWIs6ZE,15,Praises Thai ads for being funny and heart-touching with clear messages.
Hope Gillette have got a lot of female clientele...,neutral,4,neutral,controversial_brand_purpose,https://www.youtube.com/watch?v=UYaY2Kb_PKI,146,Statement of hope without strong emotional cues.
"""He lies because of me. ""..... that's heartwreching yet powerful",sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,167,"Comment describes something as heartwrenching, indicating sadness."
Proof that you can sell people a bucket 🪣 of 💩 IF you market and package it right!,disgust,1,negative,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,105,"Expresses disgust at deceptive marketing, comparing product to excrement."
router: excuse me?,surprise,6,neutral,brand_crisis_negative,https://www.youtube.com/watch?v=tHn5bOBoEMI,140,Expresses confusion or disbelief at a router's action.
"911,What's your emergency My phone is “BOOM”",surprise,6,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,85,Unexpected phone explosion scenario with emergency call.
"If Gordon Ramsay was in that buffet, that will be the most insane Kitchen Nightmares episode ever.",joy,3,positive,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,3,"Humorous reference to Gordon Ramsay's show, implying amusement."
"What is your opinion should I buy S24 Ultra or S25 Ultra which one worth for the money , give me a clear explanation",neutral,4,neutral,tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,105,Asking for advice without emotional tone.
what the heck? why did i just have goosebumps while watching this (and also almost teared up),surprise,6,positive,tech_brand_story,https://www.youtube.com/watch?v=nnsSUqgkDwU,54,Goosebumps and tearing up indicate strong emotional impact.
"1:07 preparing it for his dog, he shoulda said",neutral,4,neutral,disgust_food_safety,https://www.youtube.com/watch?v=dhBxrfETXJA,247,"Factual observation about video content, no strong emotion."
"It sounds like they built a dragcar. Fast off the line, but no range",neutral,4,neutral,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,14,"Factual observation about performance trade-off, no strong emotion."
"God bless her, this is so sad.",sadness,5,negative,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,87,Expresses sadness and sympathy for someone.
Gemini has adjusted its logic,neutral,4,neutral,surprise_launch_reaction,https://www.youtube.com/watch?v=4qGw9WH4Xj8,18,Factual statement about Gemini's logic adjustment.
"Terrie has an unbelievably beautiful soul. She made the best out of her situation, saving thousands. May she rest in peace.",sadness,5,positive,fear_health_warning,https://www.youtube.com/watch?v=EkkOTplBCmA,42,"Expresses admiration and gratitude, but ends with mourning."
This is so disgusting! Everyone should boycott United Airlines! This has gone too far!,anger,0,negative,anger_brand_crisis,https://www.youtube.com/watch?v=WEw-GjTriIo,150,"Expresses strong disgust and calls for boycott, indicating anger."
You’ve gyattt to be kidding me,surprise,6,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,63,Expression of disbelief with a playful tone.
"Society disgusts me. This video is horrible, not just because of the man being dragged. People witnessing this just record it instead of getting out of their seats and helping the poor man.",anger,0,negative,anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,16,Expresses disgust and anger at society and bystanders for not helping.
Gen Z is panicking. 😂😂😂,joy,3,negative,anger_customer_service,https://www.youtube.com/watch?v=oZRywTkhwrA,171,"Laughter emojis indicate amusement at Gen Z's panic, mocking tone."
So 2 years later we are getting a new console again Man how time passed so quickly,sadness,5,negative,gaming_product_launch,https://www.youtube.com/watch?v=RkC0l4iekYo,6,Expresses nostalgia and regret about time passing quickly.
Mop juice dripping all in the fries 😢,sadness,5,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,5,Crying emoji indicates sadness over ruined fries.
"""This man is dead and he doesn't even know it"" 🎅🦀💲",surprise,6,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,71,"Sarcastic comment about death, emojis add ironic tone."
"""thats a salt, THATS A SALTT"" i was too damn high to watch this",joy,3,positive,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,35,"Amused recollection of being high while watching, playful tone."
“911 What's Your Emergency” *Phone proceeds to explode*,surprise,6,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,17,Unexpected emergency scenario with explosive outcome.
Washington DC is scrambling rn.,surprise,6,negative,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,26,Implies chaotic reaction to unexpected event.
drank a pepsi out of reflex,neutral,4,neutral,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,144,Comment describes a habitual action without emotional tone.
"""All we can do is our best, and sometimes the best we can do is to start over"" RIP Peggy Carter",sadness,5,negative,entertainment_fandom,https://www.youtube.com/watch?v=TcMBFSGVi1c,123,"Expresses sadness over a character's death, with a reflective tone."
In Finland (and probably some others) the government still maintains a nation-wide 2G network for the exact purpose of making sure that wherever you are you can call emergency services and also so that there is a backup network incase of large scale 4G and 5G outages,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=-LZ_a5TER_0,8,"Informational comment about government policy, no emotional tone."
Bottles up emotions is the most accurate thing a person has. Especially in high school! 😭,sadness,5,negative,movie_trailer_joy,https://www.youtube.com/watch?v=LEjhY15eCx0,128,"Expresses sadness about bottling up emotions, especially in high school."
how did i get goosebumps from a volvo ad?,surprise,6,positive,automotive_brand_ad,https://www.youtube.com/watch?v=M7FIvfx5J10,22,"Unexpected emotional reaction to an ad, implying pleasant surprise."
what state?,neutral,4,neutral,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,17,Simple question without emotional tone.
“Device may explode” -Gets help- Takes out phone to record,surprise,6,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,52,"Sarcastic comment about dangerous device, implying shock and criticism."
People are blowing this way out of proportion.,neutral,4,neutral,disgust_brand_backlash,https://www.youtube.com/watch?v=MGxpkIK2lVs,89,Comment expresses a factual opinion without strong emotion.
The PS5 is already too expensive that we already can’t afford to hear the price itself,sadness,5,negative,gaming_product_launch,https://www.youtube.com/watch?v=RkC0l4iekYo,117,Expresses frustration and disappointment about the high cost of PS5.
"Sometimes, we need Loretta in our lives. Reminds me of my parents after my mom passed away, my dad was an empty shell. Missing his bride, now they are back together dancing around the pearly gates of heaven.",sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=PW6SocCjTMM,8,"Reminisces about loss of parents, evokes grief and longing."
That owner is a sick person to knowingly let people eat food that was prepared in a place like that. He doesn't deserve to have a restaurant.,anger,0,negative,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,30,Expresses strong disapproval and moral outrage towards the owner.
"its funny, how many guys around were that in love with their razor brand? Its like buying a basic commodity, like toilet paper, just dont buy the absolute cheapest one and you should be ok. Now every time i have to buy one at the store I will be reminded of one brand to avoid. Thanks gilette for being so above me that you feel its your job to lecture me and create a dialogue. A dialogue that I dont need to have and dont have to have. Harrys, Dollar Shave Club, Bic, Mercur, Wahl- There are plenty of other brands, so its time for them to take our $ since gilette would rather manipulate us then sell us goods.",anger,0,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=8lXBs2Wy1OU,8,"Expresses frustration and resentment towards Gillette's marketing, feeling manipulated and lectured."
This video has made a huge impact in my life for years,joy,3,positive,brand_campaign_positive,https://www.youtube.com/watch?v=ijTwZNUBhcI,53,Expresses gratitude and positive impact over years.
"United is going to have to pay him LOTS of money!!! He lost two teeth, and fractured his nasal and maxillary bones and is going to need surgery. When the victim needs surgery that's it, the lawsuit is big!!!",anger,0,negative,anger_brand_crisis,https://www.youtube.com/watch?v=yJTaGf5zURQ,55,Expresses outrage over injury and anticipation of lawsuit.
grok is terrible .it is a complete joke,anger,0,negative,surprise_launch_reaction,https://www.youtube.com/watch?v=4qGw9WH4Xj8,19,Strong negative words 'terrible' and 'joke' indicate anger.
"Pray over your drink, water bottle, coffee, soda, tea, etc. Especially over your food,. Food poisoning is no joke.",fear,2,negative,disgust_food_safety,https://www.youtube.com/watch?v=zBXAJV82744,43,"Expresses concern about food poisoning, urging caution."
"2:46 is just so epic... Watched it many years ago, and found it today. Loved this Short Film...❤❤",joy,3,positive,sadness_psa,https://www.youtube.com/watch?v=iVrQqWIs6ZE,215,Expresses excitement and love for the short film.
I died when I didn’t close my eyes☠️,surprise,6,negative,fear_public_safety,https://www.youtube.com/watch?v=3Twl1soaBJM,3,"Unexpected event causing shock and humor, with a negative outcome."
I forgot this was a MetLife commercial,surprise,6,neutral,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,203,Comment expresses surprise at realizing it's a commercial.
A man can be masculine without being a jerk!,joy,3,positive,disgust_brand_backlash,https://www.youtube.com/watch?v=-4Qa9ZXTg2g,16,"Affirms positive masculinity, rejecting negative stereotypes."
Subscribe for more videos!!😳🤯,surprise,6,positive,fear_public_safety,https://www.youtube.com/watch?v=0ygLvFG9QsA,1,Excitement and surprise expressed with emojis and call to action.
Mephone4 right now: OH SHI-*cutely explodes*,surprise,6,neutral,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,56,"Surprise at Mephone4's reaction, with humorous tone."
This is THE strongest argument I've ever seen for never touching this brand.,disgust,1,negative,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,6,"Strong negative reaction to brand, implying repulsion."
If this isn’t enough to convince people to stop smoking then I don’t know what is.,sadness,5,negative,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,15,Expresses frustration and concern about smoking's harm.
United-We beat you. Not our competitors.,joy,3,positive,anger_brand_crisis,https://www.youtube.com/watch?v=yJTaGf5zURQ,145,Expresses pride and triumph over competitors.
"I was driving behind a Cyber truck yesterday and thought the same thing,that is looks like a garbage can.",disgust,1,negative,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,27,"Compares Cybertruck to a garbage can, expressing dislike."
Is no one gonna talk about how the barabubapu just sounds lame,disgust,1,negative,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,12,Expresses dislike for the sound of 'barabubapu'.
Why say we want love by protesting hate?,sadness,5,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=KxAf8ZJvUPo,243,Expresses confusion and disappointment about contradictory human behavior.
"Disney plus changed the ""A new emotion"" scene which is really weird. Joy no longer says that iconic line it was cut completely?",surprise,6,negative,movie_trailer_joy,https://www.youtube.com/watch?v=LEjhY15eCx0,134,"Unexpected change to iconic scene, expressing confusion and disapproval."
Low-key could be a horror game soundtrack and it would still fit in,surprise,6,positive,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,8,"Unexpected comparison to horror game soundtrack, but still fitting."
Millions I’m sure are effected by it,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,33,Factual statement without strong emotional tone.
"It saddens me to see so many people around me smoke. I've been aware of the effects of smoking since ever and never touched one. Tho those who are struggling to quit, don't give up, you can make it.",sadness,5,positive,fear_health_warning,https://www.youtube.com/watch?v=X4k12miYJ4M,160,Expresses sadness about smoking but ends with encouraging message.
For a meme this guy did amazing with the voice😂,joy,3,positive,fast_food_brand_launch,https://www.youtube.com/watch?v=chYLHu0w8z0,32,Praise and laughter emoji indicate amusement and appreciation.
Why you say thousands bro. It's millions if it reached my small shit town,surprise,6,negative,anger_customer_service,https://www.youtube.com/watch?v=T8ClHGY08jc,228,Correcting exaggeration with disbelief and mild frustration.
Eight years later… and I am still Balling when I see the commercial..,joy,3,positive,sadness_psa,https://www.youtube.com/watch?v=iVrQqWIs6ZE,69,Expresses continued enjoyment and excitement about the commercial.
Thank you for showing us this video. I went here one time and never went back 👎🏾,disgust,1,negative,disgust_food_safety,https://www.youtube.com/watch?v=xPGCrRRFWBk,124,"Expresses dislike and dissatisfaction with the place, reinforced by thumbs down emoji."
Weed > Vaping,neutral,4,neutral,fear_health_warning,https://www.youtube.com/watch?v=IJlIcK-gbLE,64,Simple comparison statement without emotional tone.
"no matter how many time I watch this video, I will always get emotional when the girl showed up with the uniform.",sadness,5,positive,sadness_psa,https://www.youtube.com/watch?v=uaWA2GbcnJU,213,Comment expresses emotional impact and fondness for a touching moment.
"0:24 ""Random explosions are not something people are looking for"" Thats not entirely true, if you know you know.",joy,3,positive,surprise_product_fail,https://www.youtube.com/watch?v=_Cd2WIxKRDk,53,"Playful agreement with inside joke, implying shared enjoyment."
Refreshing to watch over n over.Thank you Kaepernick!,joy,3,positive,sports_brand_purpose,https://www.youtube.com/watch?v=jBnseji3tBk,11,"Expresses gratitude and enjoyment, indicating happiness."
7 years later and I still cry when I watch this. never gets old.,sadness,5,positive,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,132,Crying from emotional impact but expresses enduring love for the content.
I'm guessing more like millions not thousands!!!!,surprise,6,negative,anger_customer_service,https://www.youtube.com/watch?v=T8ClHGY08jc,1,Correcting a figure upward with exclamation suggests disbelief and criticism.
THE MUSIC IS SO DAMN UNSETTLING WTH 😭,fear,2,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,13,Expresses strong discomfort and distress about unsettling music.
Device Explosion Is Danger,fear,2,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,39,Expresses concern about danger from device explosion.
"I'm glad those ads exist. I'm glad our predecessors learned what Not to do, and made it more difficult to screw ourselves up. I saw some ads, however I there's an aspect of consent that is missing... For all the non smokers like myself having to be near someone who smokes. I'll be very happy if others quit since my health will improve with less second hand smoke.",joy,3,positive,fear_health_warning,https://www.youtube.com/watch?v=EkkOTplBCmA,226,Expresses happiness about ads and potential health benefits from reduced smoking.
"I was involved in a texting and driving accident in (2018) on my way to work and I wasn’t even supposed to live. The doctors were going to pronounce me dead when I got to the hospital. I wasn’t to lucky, I fractured my shoulder blade, lower spine, pelvis in 3 places, left hip and my knee was mangled. The women that hit me didn’t even check on me, didn’t come near me, didn’t hold my head up in the car. She was trying to drive off but she couldn’t because her car was all busted from the impact. She was only concerned about her car and continued to text message. She tried to get away in to blaming me for the accident and she wasn’t at all upset about what she did to me. The firefighters had to use the jaws of life to get me out of the car and I scared out of my mind to think what was going to happen next. I still have anger and hatred towards the women that hit me. If she had come up to check on me or at all concerned about me, I would of forgiven her for what she did. There’s no forgiveness for that. I am still blessed to be alive and to tell my story to people. The aftermath of the accident for me is still there . My left side is unbalanced, I will fall to the ground if I stand on my left side, the cold hurts, my left side is very week, I can’t lift over 36 pounds, I am very cluster phobic in tiny spaces, and my legs are clumsy. I have muscle and nerve damage due to the accident and I have frequent back aches. I used to be very athletic and was going to return to ice skating but I can’t do any of that because of the accident. Please watch this and take the oath to never text and drive because that text isn’t worth it.",anger,0,negative,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,6,Expresses anger and hatred towards the driver who caused the accident and showed no remorse.
Terrie saved my life! Her commercials convinced me to quit smoking. To see what tobacco did to that pretty young woman absolutely broke my heart! God Bless Her!,sadness,5,positive,fear_health_warning,https://www.youtube.com/watch?v=X4k12miYJ4M,8,Heartbreaking story but grateful for life-saving impact.
"Incredible ad, really inspiring!",joy,3,positive,sports_brand_purpose,https://www.youtube.com/watch?v=jBnseji3tBk,16,Expresses admiration and inspiration.
“Can you hear me now?”,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=T8ClHGY08jc,4,Quoting a common phrase without emotional context.
"OK, OK....he's a nice guy...fine...but the the facts are the facts and the reason these places are so dangerous is that the staff is overworked and they require the workers to work even if they are sick! Rats in Dallas! e coli in California! A virus in another location! Come on! If it quacks like a duck...etc.....The places are just plain dirty! Be warned! If you eat at one of these places you are taking your life in your hands. There are so many alternatives. Why play Russian Roulette?. Show less",anger,0,negative,disgust_food_safety,https://www.youtube.com/watch?v=zBXAJV82744,96,Expresses frustration and anger about dangerous conditions and dirty places.
"I deliver food products to primarily restaurants, I report any obvious health violations that I can see. I single handedly got one of these places shut down for good. Every time I went in there, it was absolute filth and smelled like a dumpster in the kitchen. Yeah it may not exactly be my position to make those reports. Yeah, it may hurt this company a little. I truly think that I possibly saved lives by doing that though. The damn kitchen was so nasty that i wouldn't even take a napkin from there.",anger,0,negative,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,98,"Expresses disgust and anger about filthy kitchen conditions, justifying actions."
इतना time ही नही मिलेगा bhai इतना सब करने के लिए 😮,surprise,6,neutral,fear_public_safety,https://www.youtube.com/watch?v=tAlrXpn5MOc,73,"Expresses surprise at the amount of time needed, with a neutral tone."
"I feel emotional from a search engine ad, genius",surprise,6,positive,tech_brand_story,https://www.youtube.com/watch?v=nnsSUqgkDwU,30,"Unexpected emotional response to an ad, with ironic praise."
Didn’t they have another big outage early 2025 or late 2024? 😂,joy,3,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,148,"Laughter emoji suggests amusement, but question is factual."
"PSA FOR ANYONE WHO NEEDS THIS INFO: if you see links in the comments under any video... DONT CLICK ON THEM!!! I repeat: DONT CLICK ON THEM. It will take you to a couple of different websites that are inappropriate and you might not want to see it. Also, it’s most likely not secure and you can get a virus from it. It can also steal your information like passwords or stuff. BE SAFE",anger,0,negative,fear_health_warning,https://www.youtube.com/watch?v=IJlIcK-gbLE,7,Urgent warning with strong language and emphasis on danger.
Daym her acuracey for putting the topping on that is so bad off the charts,anger,0,negative,brand_crisis_negative,https://www.youtube.com/watch?v=kQg2LMmpPn8,183,Criticizes inaccuracy with strong negative language.
How do I find the id for this vid,neutral,4,neutral,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,31,"Simple factual question, no emotional tone."
"Well, UNITED asked for it!",anger,0,negative,anger_brand_crisis,https://www.youtube.com/watch?v=yJTaGf5zURQ,141,Sarcastic tone implying blame or criticism towards UNITED.
This just looks so dumb.,anger,0,negative,tech_product_launch,https://www.youtube.com/watch?v=Btf4mN37OsU,172,Expresses strong disapproval and frustration.
"I cannot be the only one who thinks the son looks like Sub Urban, the musician??",surprise,6,neutral,sadness_brand_story,https://www.youtube.com/watch?v=YvYGO4o334I,81,"Expresses surprise at a resemblance, questioning if others agree."
imagine if we were hit with an EMP attack? you think cell phone outage would be a problem...,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,146,Poses a hypothetical scenario without strong emotional tone.
