text,label,label_id,sentiment,video_short,video,comment_index,label_notes
This is the only time I can watch this ad without crying?,sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=Ket5RWHg9IU,18,"Comment implies emotional pain or nostalgia, causing tears."
the christmas sloth casually doing a 180° with his neck bro i can't 💀,joy,3,positive,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,81,"Amusement at the sloth's funny neck movement, laughing emoji."
"Truly hoping this doesn’t disappoint, loved the movies live action and animated and the original 1964 tv show .",joy,3,positive,streaming_trailer_reaction,https://www.youtube.com/watch?v=Di310WS8zLk,81,"Expresses hope and love for previous adaptations, showing positive anticipation."
"I'd like to see just how ""random"" the passengers were selected. Peace. Ed.",neutral,4,neutral,anger_brand_crisis,https://www.youtube.com/watch?v=1PA0geOa4PM,41,"Comment expresses skepticism but in a calm, neutral tone."
6+hours,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=T8ClHGY08jc,185,"Factual statement about duration, no emotional tone."
"Long story short, we can all have free data and wifi, but we have to pay them in tax and in subscriptions",neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=-LZ_a5TER_0,210,"Factual statement about data/wifi costs, no strong emotion."
"I have the model Y and I love it. FSD is phenomenal, with its little quartz. But still well worth the money I paid to buy it instead of renting",joy,3,positive,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,93,Expresses love for the car and satisfaction with FSD.
Oh hell. She's the kidnapper!! Good one 🤭🤗,surprise,6,positive,fear_public_safety,https://www.youtube.com/watch?v=0ygLvFG9QsA,219,Unexpected twist revealed with playful emojis and praise.
"Rest in peace, Ms. Hall.",sadness,5,negative,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,115,Expression of mourning and loss for someone deceased.
holy hell that acting was terrifying,fear,2,negative,fast_food_brand_launch,https://www.youtube.com/watch?v=chYLHu0w8z0,31,Comment expresses fear about the acting being terrifying.
BRO I CAN'T STOP CRYING😭😭😭😭😭😭😭😭😭😭,sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,227,"Expresses intense crying, indicating deep sadness or emotional pain."
"I was a smoker off and on since I was 15. In 2020 when I was 58;I had a major heart attack and went into cardiac arrest. I was on life support for a week, I was also transferred to a trauma hospital because I needed a higher level of care. I’m now 63 and have shortness of breath even with little exertion. Haven’t smoked since and I don’t miss it at all. To add to my story, like Terri, I was diagnosed with cancer in my 30s and also like Terri I continued to smoke. I was a registered nurse for close to 20 years and I continued to smoke. I saw patients with head and neck cancer smoking through their stomas that’s how addicting smoking is.",sadness,5,negative,fear_health_warning,https://www.youtube.com/watch?v=EkkOTplBCmA,101,"Personal story of health struggles and addiction, conveying regret and hardship."
"I think I saw 4 women in the crowd, wild",surprise,6,neutral,tech_product_launch,https://www.youtube.com/watch?v=UXmLSfv3NQI,26,Expresses mild surprise at seeing few women in crowd.
My phone has a setting that let's you use 2g for emergencies,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=-LZ_a5TER_0,189,"Informational statement about phone settings, no emotion."
“Fake news” loved that,joy,3,positive,disgust_food_safety,https://www.youtube.com/watch?v=dhBxrfETXJA,159,Sarcastic enjoyment of 'fake news' phrase.
Customer alienation at its finest. Message could have been delivered in a totally different and better way.,anger,0,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=-4Qa9ZXTg2g,11,Expresses frustration and criticism towards the message delivery.
How people still smoke after seeing these commercials is beyond me,disgust,1,negative,fear_health_warning,https://www.youtube.com/watch?v=EkkOTplBCmA,103,Expresses disbelief and disgust towards smoking despite anti-smoking ads.
pepsi's intent was to make it a 'controversy'...controversy sells...they've done it before...this isn't new...they'll do it again...i'm not buying pepsi solely based on this ad eg: michael jackson and madonna had pepsi 'controversies'...tho' why they used that jenner chick this time around is beyond me...this is the first time i've seen her in action...yuck...i turned off the tv in the 80's and gave it away in the '90's because i no longer wished to see how stupid the powers that be think we are...you can keep your subliminal messages to yourselves,anger,0,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=zFm9FRxi0ZM,72,Expresses strong disapproval and disgust towards Pepsi's ad strategy and Jenner.
After working in restaurant kitchens I can honestly say it is better not to know what goes on behind closed doors.,neutral,4,neutral,disgust_food_safety,https://www.youtube.com/watch?v=dhBxrfETXJA,218,"Factual statement about kitchen work, no strong emotion."
"""We see *some* scorching around this area"" Hmm I think it's just a bit more then scorched",neutral,4,negative,surprise_product_fail,https://www.youtube.com/watch?v=_Cd2WIxKRDk,138,"Sarcastic disagreement with understatement, implying severe damage."
SUCH a terrible ad lmao,disgust,1,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=VogNNsQ3Gmw,88,Expresses disgust at a terrible ad with sarcastic laughter.
"That’s not a mop, it’s a frozen cat. They often thaw them under the heat lamps before they’re put on the grill. It’s standard at McDonald’s and Taco Bell.",surprise,6,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,6,"Shocking and absurd claim about fast food, implying disgust."
Unacceptable,anger,0,negative,anger_brand_crisis,https://www.youtube.com/watch?v=9LhTJDkVXvg,9,Expresses strong disapproval and dissatisfaction.
"""Gillettes patented technology, developed in our state-of-the-art Safe Spaces has culminted in a breakthrough for Social Justice shaving... Introducing the GILLETTE BETA ORBIT! It glides around your face until you consent to it touching you! Remember; Yes means No! If you are a cysgendered male and make the 'uneducated' choice for a more robust and efficient razor, fear not! The Beta Orbit will wait patiently on the shelf, just for you. Comes with a lifetime warranty, guaranteed to continue orbiting no matter how you treat it! Gillette Beta Orbit, because facial hair is toxic masculinity!""",neutral,4,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=liPlJ_ynd_Q,214,"Heavy sarcasm mocking Gillette's social justice stance, implying absurdity and criticism."
Every time watching with my tears ....❤️,sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=iVrQqWIs6ZE,249,"Tears indicate sadness, but heart emoji suggests bittersweet emotion."
7 years later and I still cry when I watch this. never gets old.,sadness,5,positive,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,132,Crying from emotional impact but expresses enduring love for the content.
"My dad was a jet engine mechanic for United Airlines before they went bankrupt. He had great pride in his work, his company and the aircraft. Being born in a generation where loyalty was a very strong factor, I saw my dad defend many things in his life. However, after seeing this video, I have no doubt that he would be ashamed and would disown the company United Airlines has turned into. Even though it cost me a lot of money, I am glad UA made all of the shares of stock I had in their company worthless because I too would be ashamed to be associated with this.",sadness,5,negative,anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,44,"Expresses disappointment and shame about United Airlines' decline, despite past pride."
Notice the Freudian slip when he said “damaging” but meant effective,joy,3,positive,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,7,Sarcastic amusement at a clever observation.
Feels so good...,joy,3,positive,fear_public_safety,https://www.youtube.com/watch?v=3Twl1soaBJM,91,Expresses pleasure and satisfaction.
Let see the last French Ads : Intermarché with the wolf the unloved,neutral,4,neutral,food_beverage_ad,https://www.youtube.com/watch?v=Yy6fByUmPuE,36,"Informational comment about French ads, no strong emotion."
"My teacher made me watch it before in high school. Now YouTube recommended this video, and it still makes me cry. Always choose to be kind, twin!",sadness,5,positive,sadness_psa,https://www.youtube.com/watch?v=uaWA2GbcnJU,71,Crying from video but ends with uplifting message about kindness.
"it is so sad how she initially had no interest in smoking, and because EVERYONE around her smoked, she eventually gave in. even if she didn't give in to peer pressure, being in the presence of secondhand smoke is bad enough on its own.",sadness,5,negative,fear_health_warning,https://www.youtube.com/watch?v=EkkOTplBCmA,52,Expresses sadness about peer pressure and secondhand smoke.
Reporting as false information,anger,0,negative,anger_customer_service,https://www.youtube.com/watch?v=oZRywTkhwrA,102,Accusation of false information implies frustration or disapproval.
Imagine there is only a kid sitting in the passenger seat and the driver faints 👁️👄👁️,fear,2,negative,fear_public_safety,https://www.youtube.com/watch?v=tAlrXpn5MOc,42,Describes a scary scenario of a driver fainting with a child.
He is true hero. Hero who sacrifices himself for others,joy,3,positive,sadness_psa,https://www.youtube.com/watch?v=uaWA2GbcnJU,174,Expresses admiration and praise for a selfless hero.
i feel so bad for her 😭😭,sadness,5,negative,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,66,Expresses sympathy and sadness with crying emojis
Still out I have Verizon,neutral,4,neutral,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,149,"Factual statement about carrier, no emotion."
Bro omg i read the “amber alert” and died 💀,surprise,6,negative,fear_public_safety,https://www.youtube.com/watch?v=0ygLvFG9QsA,95,"Shock from reading amber alert, hyperbolic death expression."
Thai commercial is the saddest one tho😢,sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,151,Expresses sadness about a Thai commercial being the saddest.
Samsung is most operated by gsm arena i really think it is pro Samsung platform and it's always representing Samsung like a best device and defaming others brands.,anger,0,negative,tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,49,Accuses platform of bias and defaming other brands.
"I love how his immediate response was ""Maybe that was too hard."" So the bullet needs to be gentle on the glass?",joy,3,positive,surprise_product_fail,https://www.youtube.com/watch?v=LMWwImDX3ks,3,"Amused by the gentle bullet comment, finding it humorous."
Elon Musk's handling of Twitter makes this moment look like the Apollo 11 Moon Landing,neutral,4,negative,surprise_product_fail,https://www.youtube.com/watch?v=udxR5rBq_Vg,46,Sarcastic comparison implying Musk's Twitter management is overhyped.
Sony: no limits for the future of gaming My wallet: actually there are,joy,3,positive,gaming_product_launch,https://www.youtube.com/watch?v=RkC0l4iekYo,5,Humorous contrast between Sony's promise and wallet reality.
Idk bout anyone else but I wanna skirrt skirrt down the road in this thing so bad,joy,3,positive,surprise_product_fail,https://www.youtube.com/watch?v=udxR5rBq_Vg,121,Expresses excitement and desire to drive the car.
"First Sprint (RIP), Next T Mobile, then AT&T, and Now Verizon???? What’s going on???",surprise,6,negative,anger_customer_service,https://www.youtube.com/watch?v=oZRywTkhwrA,42,Expresses shock and concern about multiple network issues.
"Ofc i dont want anyone else to go through this, but we need a new version of those ads but for vaping, people NEED to see how dangerous those are",sadness,5,negative,fear_health_warning,https://www.youtube.com/watch?v=EkkOTplBCmA,25,"Empathy for suffering, but concern about vaping dangers."
I went from 2 packs of cigs to zero nicotine vape in a month. No one is saying 'vape is healthy' we are saying 'vape is healthier than cigs',neutral,4,neutral,fear_health_warning,https://www.youtube.com/watch?v=IJlIcK-gbLE,67,"Informative statement about vaping vs smoking, no strong emotion."
Holy shit this was 4 years ago??,surprise,6,neutral,classic_brand_ad,https://www.youtube.com/watch?v=owGykVbfgUE,30,Expresses shock at the passage of time.
That’s why cooking at home just any meal will add to good health,joy,3,positive,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,49,Expresses positive belief about home cooking improving health.
America....land of the often offended and triggered.,anger,0,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=liPlJ_ynd_Q,70,"Sarcastic criticism of American sensitivity, implying frustration."
"I think people should stop blaming Kendall for this because I'm pretty sure she didn't direct this ad, but at the same time this ad is not a realistic portrayal of what would of happened in real life.",neutral,4,neutral,disgust_brand_backlash,https://www.youtube.com/watch?v=GNOu1Se6dYE,96,Balanced critique without strong emotional language.
"Uniteds new slogan ""Not enough seating? Prepare for a beating.""",anger,0,negative,anger_brand_crisis,https://www.youtube.com/watch?v=yJTaGf5zURQ,103,Sarcastic criticism of United's violent response to overbooking.
Imagine some brotein died of epilepsy in this video,sadness,5,negative,fear_public_safety,https://www.youtube.com/watch?v=3Twl1soaBJM,191,"Dark humor about death, implying sadness and insensitivity."
Those who disliked the video probably accidentally did it because there were too many tears in their eyes,joy,3,positive,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,201,Sarcastic humor implying the video is so touching that tears cause misclicks.
This was literally the Apple Event summarised before the Apple Event has even happened,surprise,6,neutral,tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,52,Expresses surprise at the timing of the summary.
Naks nka viral ka ng isa kol ✔️🙏,joy,3,positive,surprise_launch_reaction,https://www.youtube.com/watch?v=4qGw9WH4Xj8,82,Expresses happiness and support for someone going viral.
"I swear this keeps popping up on all our fyp because almost every town/city has a China Buffet, and we all keep clicking on the video thinking this video is about the one in our neighborhood 😂",joy,3,positive,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,128,Amusement and shared experience with laughing emoji.
"Disney plus changed the ""A new emotion"" scene which is really weird. Joy no longer says that iconic line it was cut completely?",surprise,6,negative,movie_trailer_joy,https://www.youtube.com/watch?v=LEjhY15eCx0,134,"Unexpected change to iconic scene, expressing confusion and disapproval."
"Good acting, also how this video shows out to many people that need to watch this ASAP!",joy,3,positive,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,156,Expresses appreciation for acting and urgency to share.
I see these morons all the time. This ad didnt do shit.,anger,0,negative,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,9,Insults and frustration about ad ineffectiveness.
That chain is on front page of the Harlem bling website for 200 bucks😂,joy,3,positive,disgust_food_safety,https://www.youtube.com/watch?v=xPGCrRRFWBk,150,Laughter emoji indicates amusement at the cheap price.
Their food is full of sodium..,disgust,1,negative,disgust_food_safety,https://www.youtube.com/watch?v=zBXAJV82744,44,"Criticizes food quality, implying unhealthiness."
When I was quiting smoking 2 years ago I would watch these ads and stories every time I had a craving. I smoked for 13 years and been smoke free 2 years now. I can't stand the smell of them now,joy,3,positive,fear_health_warning,https://www.youtube.com/watch?v=X4k12miYJ4M,44,"Proud of quitting smoking, expresses success and relief."
"Have you ever noticed how all the smokers turn away when this PSA comes on? Denial, is mind boggling",sadness,5,negative,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,11,"Observer notes smokers' denial, expressing disappointment in human behavior."
You Got Severely Injured Because of Galaxy Note 7 Explosion,anger,0,negative,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,4,Comment implies blame and harm from a product defect.
1:12 I LOVE THIS PERSON SO MUCH OMFG,joy,3,positive,anger_brand_crisis,https://www.youtube.com/watch?v=yJTaGf5zURQ,151,Expresses strong love and excitement.
Me: how much will it cost? *Sony:* just a simple kidney.,joy,3,positive,gaming_product_launch,https://www.youtube.com/watch?v=RkC0l4iekYo,91,"Humorous exaggeration about Sony's pricing, implying it's expensive but funny."
"My daddy has passed away about three weeks ago. I cried those times watched this video for some years though he was alive. Now, after he gone and left a big hole in my heart, I cried thousand times everytime I see it.",sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,58,"Expresses grief and loss over father's death, causing repeated crying."
MILLIONS NOT THOUSANDS 🤓,joy,3,positive,anger_customer_service,https://www.youtube.com/watch?v=T8ClHGY08jc,207,"Excited correction with nerdy emoji, expressing enthusiasm."
As bad as it is here it's truly horrible in other parts of the world. A couple of weeks ago they shut down a place in Mexico that was serving dog barbacoa and passing it off,sadness,5,negative,disgust_food_safety,https://www.youtube.com/watch?v=dhBxrfETXJA,229,Expresses distress about animal cruelty and global suffering.
Tears went down my eyes when I closed them,sadness,5,negative,fear_public_safety,https://www.youtube.com/watch?v=3Twl1soaBJM,75,"Expresses crying and emotional pain, indicating sadness."
So the person who cant make a sandwich properly is trying to educate me about food...the audacity,anger,0,negative,brand_crisis_negative,https://www.youtube.com/watch?v=kQg2LMmpPn8,187,Expresses frustration and disbelief at someone's audacity to educate despite incompetence.
How many signs people needs to start making their own food,neutral,4,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,56,Expresses exasperation at people ignoring obvious signs.
Yeah the Board of Health needs to be called on that that's just not acceptable at all,anger,0,negative,brand_crisis_negative,https://www.youtube.com/watch?v=JVxCp22WatU,19,Expresses strong disapproval and outrage about unacceptable behavior.
That was absolutely horrible and disgusted!,disgust,1,negative,anger_brand_crisis,https://www.youtube.com/watch?v=VrDWY6C1178,147,Expresses strong disgust and negative reaction to content.
I remember watching this ad as a kid and watching it now still brings tears to my eyes and the nostalgia is soo immense 😭,sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=uaWA2GbcnJU,29,Tears and nostalgia indicate sadness mixed with bittersweet feelings.
"A spirit of harmony? Over a piece of thin metal formed into a can that holds a fizzy drink? Ah yes, because that OBVIOUSLY solves all the issues of the world. So ignorant and narrow-minded it's unbelievable 🙄🙄",anger,0,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=GNOu1Se6dYE,240,Sarcastic tone and eye-roll emojis express frustration and contempt.
"Can confirm they're still riding with the Split-Man around the world, i saw them yesterday in Brazil.",joy,3,positive,automotive_brand_ad,https://www.youtube.com/watch?v=M7FIvfx5J10,68,"Excited confirmation of seeing the band, implies happiness."
Does anyone know if these commercials are acting?,neutral,4,neutral,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,30,"Simple inquiry about commercials, no emotional tone."
Im never going to fly united airlines,anger,0,negative,anger_brand_crisis,https://www.youtube.com/watch?v=WEw-GjTriIo,59,Expresses strong negative reaction and refusal to use the airline.
Sounds more like millions!!,surprise,6,positive,anger_customer_service,https://www.youtube.com/watch?v=T8ClHGY08jc,70,Exaggeration implies surprise and positive emphasis on large number.
I got an idea the next pepsi ad they should make it in chicago and have a bunch of bds and gds facing off against each other with guns drawn and just have someone walk up and give them pepsi and then they put their guns down and start dancing.Oh and Another one they should have a rapist holding a girl down trying to rip her clothes off and then someone just walks up and gives the rapist a pepsi and then he gives up and lets her escape.,anger,0,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=MGxpkIK2lVs,141,"Comment uses violent and disturbing imagery to mock Pepsi ads, showing anger."
My eyes hurt after seeing this.,sadness,5,negative,fear_public_safety,https://www.youtube.com/watch?v=3Twl1soaBJM,165,Expresses physical discomfort and negative reaction to content.
Why is it so good 0:02 0:02 0:02 0:02 0:02,joy,3,positive,fast_food_brand,https://www.youtube.com/watch?v=79phlhutGLg,75,Expresses enjoyment and excitement about the video content.
He didn't know he was reviewing s24 ultra again,surprise,6,neutral,tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,67,Comment expresses surprise at the reviewer's unawareness.
"I saw a video where the guy was locked in side his electric care on the high way and he as no control what so aver noting worked but the can driving , and he was praying for 5 straight minutes before the car crashed at high speed , they are tombs on a TNT",fear,2,negative,automotive_controversy,https://www.youtube.com/watch?v=ro262oyhZAI,145,"Describes a terrifying loss of control in a car, evoking fear."
🇯🇲🇯🇲 So the refrigerator have strong windows!,joy,3,positive,surprise_product_fail,https://www.youtube.com/watch?v=udxR5rBq_Vg,226,"Comment uses Jamaican flags and playful tone about refrigerator windows, expressing amusement."
"sounds like she saying ""I'm Mary "" instead of Terrie.",neutral,4,neutral,fear_health_warning,https://www.youtube.com/watch?v=5zWB4dLYChM,24,"Observation about pronunciation, no strong emotion."
Why am I only gettting this recommended to me today?,surprise,6,neutral,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,38,"Expresses surprise at late recommendation, no strong positive or negative tone."
"I love how it plays on stereotypes. All the “threatening” people are all Male and most of them look to be from minorities, so most people assume the well dressed white woman is the hero Edit: there I fixed it, Jeez you guys are bent.",joy,3,positive,fear_public_safety,https://www.youtube.com/watch?v=0ygLvFG9QsA,26,"Expresses enjoyment of stereotype play, with a playful jab at critics."
"My father paased away last year due to cerebral stroke. He was a Doctor and he was one who inspired me to become a Doctor too. Without his guidance and support, I couldn't have come this far. Parents are the most valuable asset in your life. But you won't realize it until you lose them.",sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=vgain-EQdt0,22,Expresses grief over father's death and loss of guidance.
"I worked as a health inspector for 20+ years and the most violations a restaurant had was around 60. 110 violations is legitimately not possible, how could they let their restaurant get that bad?",disgust,1,negative,disgust_food_safety,https://www.youtube.com/watch?v=--OnclX8yac,18,Expresses disbelief and disgust at extreme health violations.
If those Intro videos were apple's I'd have waited till Sunday to drop this video 🤣🤣🤣🤣,joy,3,positive,tech_product_launch,https://www.youtube.com/watch?v=n6pqGoXWZzo,60,Laughter emojis and humorous comparison indicate amusement.
"BTW my local Walmart was cleared out of Schick, NOTHING was left.",surprise,6,negative,disgust_brand_backlash,https://www.youtube.com/watch?v=8lXBs2Wy1OU,4,"Unexpected empty shelves at Walmart, implying high demand or shortage."
"Inside Out 2 is basically what happens every time puberty hits a kid. You grow up and come to realize that you've grown, changes happen, Anxiety takes over, you're scared and afraid to show any emotions, and you come to realize that you need all your emotions and that they exist for a reason. Just growing up.",sadness,5,neutral,movie_trailer_joy,https://www.youtube.com/watch?v=LEjhY15eCx0,47,"Reflective and nostalgic tone about growing up, with a hint of melancholy."
Yoooooo! This is the best yet.,joy,3,positive,sadness_brand_story,https://www.youtube.com/watch?v=YvYGO4o334I,4,Excitement and praise expressed with 'Yoooooo' and 'best yet'.
"How many cancer patients are there from cigarettes, this so one cas.",anger,0,negative,fear_health_warning,https://www.youtube.com/watch?v=IJlIcK-gbLE,216,"Criticizes cigarettes by highlighting cancer patients, showing frustration."
"A very important message. Although the captions identifying that there is music, this video is not accessible to anyone with a vison disability. Only once was there a description of what was on the screen (hair swooshing). Adding a video description file would make this message available to more people.",neutral,4,neutral,beauty_brand_campaign,https://www.youtube.com/watch?v=z2T-Rh838GA,23,"Constructive feedback about accessibility, no strong emotion."
This is the most disturbing and most terrifying advertisement I had ever seen in my life. That is why it is very important to drive safely plus slowly in order to prevent car accidents which could lead to injuries and death.,fear,2,negative,sadness_psa,https://www.youtube.com/watch?v=B2rFTbvwteo,12,Expresses terror and emphasizes danger of car accidents.
Hey doc. We know smoking weed/marijuanna is bad for you. But what about edibles. What are the side effects.,neutral,4,neutral,fear_health_warning,https://www.youtube.com/watch?v=IJlIcK-gbLE,147,Asking a factual question about health effects without emotional tone.
All of sudden this video appear in my timeline and I am watching this video for the first time 2020,surprise,6,neutral,surprise_product_fail,https://www.youtube.com/watch?v=_Cd2WIxKRDk,197,"Unexpected appearance of video, but no strong positive or negative tone."
This is what my fart Sounds like at night 😂,joy,3,positive,surprise_product_fail,https://www.youtube.com/watch?v=8H6jz30Im_Y,54,Uses laughter emoji to indicate humor and amusement.
"Please support this question and let's get an answer. Why today, when we have both 120fps video and 8k video, etc., you test and show the video in 30fps? Let it stay 4k 30fps test, and it's not a problem because of the tests of old phones and review. But please and appeal to everyone on the channel to support this question to include the 4k 60fps test. Because I believe that it has become the standard today and that anyone who cares about quality video shoots in this mode. Pozzz",neutral,4,neutral,tech_review_mixed,https://www.youtube.com/watch?v=XkXbkxtBlwY,113,"Constructive feedback requesting 4k 60fps test, polite tone, no strong emotion."
"This is the exact definition of ""don't judge a book by its cover""",surprise,6,positive,fear_public_safety,https://www.youtube.com/watch?v=0ygLvFG9QsA,152,Unexpected positive realization about not judging by appearance.
"Dear Thailand: Please stop making people cry with your commercials. Sincerely, the other nations of the world.",sadness,5,negative,sadness_psa,https://www.youtube.com/watch?v=iVrQqWIs6ZE,7,Comment expresses being moved to tears by commercials.
"OMG. I would HATE to have that job! I'm sure it's a hard thing to do. UA should have upped the ante to ""one *MILLION* dollars"" for volunteers before EVER initiating that removal.",surprise,6,negative,anger_brand_crisis,https://www.youtube.com/watch?v=1PA0geOa4PM,15,"Expresses shock and strong dislike for the job, with sarcastic exaggeration."
WTF it’s MILLIONS,surprise,6,negative,anger_customer_service,https://www.youtube.com/watch?v=MUo3n8QSQLE,63,Shock and disbelief expressed with 'WTF' and emphasis on 'MILLIONS'.
Why Bixby and Siri exist.,neutral,4,neutral,fear_public_safety,https://www.youtube.com/watch?v=O8MQV40pOtk,93,"Rhetorical question, no strong emotion detected."
Plz movie nm,neutral,4,neutral,sadness_psa,https://www.youtube.com/watch?v=vgain-EQdt0,190,"Request for movie name, no emotional tone."
"I LOVE MY DAD SOOOO MUCH, I DONT KNOW WHAT I WOULD DO WITHOUT HIM!😢😭",sadness,5,positive,sadness_psa,https://www.youtube.com/watch?v=O15dxrBNuAQ,79,"Expresses deep love for dad with crying emojis, indicating emotional vulnerability."
